Target_index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,Variable_index,Variable_name
46.500,-43.192976,-43.673941,-54.947127,-44.674455,-46.394069,-39.289961,-46.050694,-54.072204,-41.695617,-40.344680,-42.444159,-42.492820,-48.949973,-48.292440,-46.925671,-47.165437,-48.987921,-52.680287,-37.595902,-44.079042,-43.822926,-50.695009,-51.736335,-55.111938,-38.530063,-37.666400,-48.814973,-41.138792,-45.297134,-53.119302,-51.133590,-50.914849,-53.179566,-44.356900,-41.493286,-50.397787,-56.884128,-55.887514,-48.189849,-43.913505,-43.997151,-46.663069,-48.733244,-45.063834,-45.541534,-50.646351,-57.984971,-54.746438,-42.150156,-40.662963,-40.339592,-41.159082,-43.544130,-46.927752,-47.421263,-47.348101,-47.118778,-48.070085,-49.017738,-50.000373,-45.403676,-43.259609,-42.004566,-56.906080,-57.285093,-59.509647,-50.204493,-49.931878,-53.572438,-54.357769,-55.870122,-55.039859,-54.262720,-54.121921,-52.589559,-55.418024,-55.353503,-56.000897,-57.870523,-59.919620,-46.395600,-42.207507,-41.865881,-39.766791,-38.342217,-37.900630,-37.654981,-34.126801,-37.113142,-37.982737,-38.456784,-42.491870,-54.165015,-39.666261,-43.864566,-53.800466,-55.982408,-43.011824,-61.420085,-48.888065,-52.141449,-53.677506,-52.240118,-53.492494,-56.671863,-57.728135,-54.594162,-54.808127,-55.390280,-55.927041,-54.853848,-52.076394,-50.096351,-52.301122,-68.444870,0,Fileset 1: TS pulse compressed wideband pings T1
47.000,-43.313509,-42.811190,-53.537626,-45.203070,-47.479351,-39.489581,-47.830867,-61.398160,-41.410574,-40.424077,-41.465728,-42.741931,-49.316789,-47.631303,-47.210075,-47.484544,-49.592119,-53.991034,-37.564499,-44.364948,-42.756347,-49.639843,-53.059388,-51.479153,-38.195431,-37.679520,-48.793087,-40.899089,-44.372514,-56.561723,-51.208068,-51.972823,-52.415165,-43.987978,-40.962432,-51.420067,-57.460517,-54.420539,-48.089511,-44.392099,-44.343099,-46.819260,-48.281826,-44.558689,-45.845195,-52.413760,-55.682532,-58.995739,-41.868881,-40.566316,-40.407022,-41.278356,-43.264875,-45.865155,-46.590441,-47.190887,-47.329622,-48.598722,-49.547409,-50.442855,-44.992131,-43.003093,-41.704436,-57.908148,-58.174463,-55.943481,-50.034303,-49.866704,-53.053511,-53.316806,-53.553311,-51.664661,-50.420491,-50.295370,-49.628800,-52.083031,-52.681702,-54.094025,-56.241091,-54.313137,-48.876345,-42.603880,-41.406669,-40.742912,-38.823373,-38.151349,-37.999446,-33.754454,-37.121345,-37.678593,-38.694712,-42.179409,-54.532035,-39.959257,-44.146835,-51.055685,-53.178383,-42.322893,-61.370661,-47.791200,-50.484561,-53.331958,-50.938617,-54.304749,-57.581360,-59.650567,-54.864863,-54.928169,-55.203878,-56.157220,-55.717274,-52.615355,-50.067865,-51.314816,-62.525316,0,Fileset 1: TS pulse compressed wideband pings T1
47.500,-43.371611,-42.143279,-52.244855,-46.296124,-48.802336,-39.699363,-49.685438,-54.380030,-40.836234,-40.514969,-40.442089,-43.011416,-49.471951,-47.143576,-47.436343,-47.940264,-50.376204,-55.636790,-37.732068,-44.641167,-42.039982,-48.331787,-56.361082,-48.291416,-37.717527,-37.884351,-48.828105,-40.634382,-43.709443,-54.400588,-51.426246,-51.981645,-52.330307,-43.430486,-40.380609,-52.600425,-56.529031,-53.920595,-48.502927,-45.380706,-45.356278,-47.275462,-47.947761,-44.295634,-45.853643,-52.646477,-53.872993,-61.955628,-41.598807,-40.348602,-40.259628,-41.119673,-42.659156,-45.006169,-45.905544,-47.164465,-47.755838,-49.015167,-50.012952,-50.652787,-44.594534,-42.770850,-41.460480,-59.306467,-57.225804,-52.899549,-49.743180,-49.738857,-51.752260,-51.410392,-52.093787,-49.422362,-47.942726,-47.742742,-48.174672,-50.351742,-51.611950,-53.647455,-55.637054,-50.891057,-50.485334,-43.812519,-41.564258,-42.021174,-39.523118,-38.602646,-38.493893,-33.568254,-37.108346,-37.633871,-39.096165,-42.053710,-54.317569,-40.355668,-44.717205,-49.235162,-50.328541,-41.943901,-64.388423,-47.630903,-49.669647,-52.613917,-50.340757,-55.423269,-58.333083,-63.726552,-55.547611,-55.482083,-55.574158,-56.776282,-56.713012,-53.155697,-50.358521,-50.594363,-58.868142,0,Fileset 1: TS pulse compressed wideband pings T1
48.000,-43.578063,-41.900201,-51.419980,-48.204205,-50.581561,-40.056165,-50.852167,-48.494083,-40.197974,-40.667803,-39.898356,-43.360746,-49.508976,-47.136345,-47.810085,-48.762893,-51.686489,-58.006194,-38.323792,-44.854631,-41.670489,-47.178494,-64.469744,-45.945669,-37.370016,-38.448907,-48.758172,-40.622980,-43.367748,-50.424623,-52.446512,-51.584364,-52.659101,-43.017966,-40.107666,-53.701325,-54.671274,-54.007839,-49.701448,-46.972940,-47.307459,-48.248015,-47.912600,-44.467319,-46.416479,-52.339365,-53.631772,-59.073884,-41.533400,-40.236773,-40.145576,-40.926048,-42.153125,-44.559742,-45.518739,-47.488207,-48.518067,-49.451740,-50.558740,-50.900260,-44.444941,-42.703000,-41.469791,-59.019221,-54.791695,-51.081215,-50.218279,-50.353270,-50.445446,-50.078518,-51.494010,-48.462936,-46.745434,-46.496343,-47.808778,-50.018315,-51.851719,-54.380009,-55.211270,-49.552654,-49.080429,-45.816713,-42.645315,-43.867257,-40.649295,-39.433761,-39.309921,-33.730649,-37.268398,-37.890194,-39.860712,-42.320494,-52.944074,-40.760243,-45.593162,-48.577511,-48.607697,-42.039921,-63.844481,-48.769784,-49.941244,-52.096000,-50.790595,-56.815572,-58.779039,-76.195165,-56.833763,-56.729159,-56.840373,-58.317328,-58.315192,-54.026950,-51.194647,-50.397100,-56.623767,0,Fileset 1: TS pulse compressed wideband pings T1
48.500,-43.720435,-41.870322,-51.018600,-50.754663,-52.504954,-40.310366,-50.554045,-45.114966,-39.456023,-40.510327,-39.702895,-43.442898,-49.255644,-47.448268,-48.188211,-49.671631,-53.324546,-60.735943,-39.078113,-44.624377,-41.270586,-46.124757,-66.814848,-44.080581,-36.990305,-39.020325,-48.475092,-40.664563,-43.044339,-47.413757,-54.272163,-51.187623,-52.737095,-42.648941,-40.027008,-53.846899,-52.908590,-54.010788,-51.387084,-48.769055,-49.853569,-49.371795,-47.840295,-44.732419,-47.857932,-52.607316,-55.238981,-57.157659,-41.435499,-40.053121,-39.916400,-40.574612,-41.655501,-44.196735,-45.138939,-47.901967,-49.183431,-49.711785,-50.944595,-51.136535,-44.334225,-42.539196,-41.444968,-56.488885,-52.574724,-50.212101,-51.417666,-51.646298,-49.591932,-49.430006,-51.105897,-48.284035,-46.361109,-46.132684,-47.916341,-50.427203,-52.316781,-54.786090,-54.169884,-49.393185,-46.886300,-47.215201,-44.301839,-46.069934,-41.972339,-40.379001,-40.177986,-33.989259,-37.405768,-38.109489,-40.778712,-42.675633,-51.094236,-40.597079,-46.069178,-48.637451,-47.500815,-42.367028,-57.247903,-51.352536,-50.985726,-51.840572,-52.050593,-58.015172,-58.547759,-68.890493,-58.479849,-58.441063,-58.937851,-60.997164,-60.622853,-55.116427,-52.279540,-50.466012,-55.158745,0,Fileset 1: TS pulse compressed wideband pings T1
49.000,-43.798955,-42.003041,-50.990315,-54.088128,-54.262029,-40.478002,-49.439668,-43.041400,-38.768156,-39.977152,-39.763884,-43.230153,-48.843772,-48.037804,-48.626032,-50.581067,-55.136669,-62.446407,-39.916865,-44.013539,-40.786276,-45.193091,-56.953894,-42.525110,-36.593515,-39.420931,-48.180143,-40.720239,-42.637270,-45.110222,-56.576995,-51.018874,-52.369610,-42.392186,-40.172865,-52.995376,-51.473007,-53.308181,-53.328681,-50.554633,-52.273814,-50.259941,-47.573333,-44.904582,-49.780499,-54.114894,-60.251139,-57.448647,-41.279534,-39.830048,-39.615411,-40.137565,-41.168381,-43.760991,-44.694403,-48.263477,-49.497919,-49.847382,-51.193518,-51.477337,-44.228169,-42.257050,-41.277689,-53.826798,-51.176471,-50.216677,-53.098162,-53.366424,-49.462149,-49.472098,-50.350958,-48.390382,-46.529946,-46.462515,-48.137902,-50.593580,-51.419650,-53.099654,-52.928442,-49.938136,-45.292928,-46.475051,-45.788619,-48.581668,-43.433996,-41.352492,-41.023188,-34.270002,-37.457369,-38.221408,-41.792854,-42.942702,-49.710425,-39.818744,-45.684538,-48.868024,-46.478524,-42.868108,-52.987578,-56.441290,-52.755090,-51.992965,-54.095309,-58.648215,-57.757149,-61.702185,-60.627562,-60.554160,-62.185330,-65.801768,-63.603659,-56.350352,-53.451846,-50.742567,-54.174463,0,Fileset 1: TS pulse compressed wideband pings T1
49.500,-43.941927,-42.336706,-51.250220,-58.494463,-55.347547,-40.718503,-48.374728,-41.872684,-38.325207,-39.280305,-39.979078,-42.927793,-48.510980,-48.894655,-49.264131,-51.560945,-56.807896,-61.280452,-40.878118,-43.279252,-40.364725,-44.456842,-52.371159,-41.245667,-36.294944,-39.626225,-47.966329,-40.844587,-42.132434,-43.367857,-56.868517,-51.224109,-51.799384,-42.400126,-40.642492,-51.698986,-50.215833,-51.857549,-55.301573,-52.320232,-53.309432,-50.489775,-47.121950,-44.932016,-49.913014,-56.970482,-68.294542,-60.058576,-41.158155,-39.697799,-39.373269,-39.758050,-40.741491,-43.261875,-44.273044,-48.476097,-49.443761,-49.986396,-51.426611,-51.997054,-44.178788,-41.971447,-41.005201,-52.086711,-50.901042,-51.271752,-54.868244,-55.118692,-50.339544,-50.385182,-48.988706,-48.081155,-46.937931,-47.299471,-48.072444,-49.200732,-48.968128,-50.220603,-52.059343,-50.865800,-44.455822,-44.662222,-45.787435,-51.563051,-45.048498,-42.363445,-41.888460,-34.570872,-37.390757,-38.274548,-42.850169,-42.999992,-49.201090,-38.815448,-44.559128,-48.667578,-45.219340,-43.590195,-50.389406,-62.707711,-55.191940,-52.742410,-56.987274,-58.445892,-56.760048,-58.725098,-64.037133,-63.155886,-67.620299,-76.707274,-64.652791,-57.305900,-54.576741,-51.313905,-53.583456,0,Fileset 1: TS pulse compressed wideband pings T1
50.000,-44.173702,-42.800892,-51.551238,-61.519573,-55.139269,-41.054708,-47.759078,-41.324786,-38.129183,-38.574530,-40.038495,-42.648451,-48.314893,-49.813318,-50.092554,-52.580728,-57.534945,-58.720871,-41.879509,-42.497842,-40.054628,-43.865071,-49.289275,-40.142016,-36.098859,-39.572117,-47.655150,-40.977006,-41.440558,-42.069366,-53.755464,-51.762531,-51.237857,-42.686586,-41.330872,-50.228518,-48.885127,-50.226473,-57.100319,-54.191802,-53.175582,-49.881643,-46.490481,-44.746682,-48.114897,-57.054184,-56.148028,-61.863507,-41.056511,-39.645535,-39.185825,-39.425965,-40.298696,-42.699971,-43.898302,-48.342564,-49.055162,-50.029420,-51.524734,-52.394245,-44.110721,-41.697866,-40.629219,-51.563271,-52.047832,-53.602961,-56.373347,-56.592298,-52.335745,-52.195577,-47.275838,-46.753017,-46.717457,-47.677661,-47.110700,-46.604448,-46.377945,-47.672877,-51.575736,-51.710177,-44.364703,-43.144863,-44.361438,-55.530730,-46.701779,-43.319583,-42.738318,-34.769833,-37.074981,-38.199999,-43.668358,-42.675084,-49.657748,-37.871030,-43.041511,-47.819190,-43.639834,-44.491807,-48.836270,-55.140178,-56.986907,-54.171531,-59.968769,-57.457101,-55.758766,-57.623781,-71.261288,-66.402478,-77.959855,-69.315515,-61.493391,-57.051530,-55.260231,-52.155039,-53.291593,0,Fileset 1: TS pulse compressed wideband pings T1
50.500,-44.725980,-43.570079,-51.920330,-58.711313,-53.974930,-41.655164,-48.064234,-41.412651,-38.344567,-38.173903,-39.908151,-42.651961,-48.455170,-50.735858,-51.246108,-53.691564,-57.069270,-56.583728,-43.008960,-41.898929,-40.079072,-43.582471,-47.095771,-39.384112,-36.231293,-39.477947,-47.311034,-41.289067,-40.796144,-41.348537,-50.713700,-52.690851,-50.926586,-43.442529,-42.187834,-48.898042,-47.656237,-49.107559,-59.322731,-56.821467,-53.430029,-49.079796,-46.001441,-44.635990,-47.204338,-52.683223,-51.018865,-56.333751,-41.187665,-39.852690,-39.252160,-39.327466,-40.017950,-42.380057,-43.832534,-48.028859,-48.657950,-49.980771,-51.430966,-52.363785,-44.176097,-41.673462,-40.444379,-52.721024,-55.484561,-57.553158,-57.943529,-58.054480,-54.784884,-54.253211,-45.969319,-45.094220,-45.479289,-46.541055,-45.552495,-44.411983,-44.668308,-46.173017,-51.385509,-52.442784,-45.357492,-42.553177,-43.080824,-61.980933,-48.582857,-44.416033,-43.824490,-35.030081,-36.727517,-38.190856,-44.202533,-42.235835,-51.307500,-37.358687,-41.677943,-47.064289,-42.197393,-45.819024,-48.332003,-50.936576,-56.643772,-56.681853,-60.912909,-56.307306,-55.093405,-58.155929,-77.887084,-70.917873,-73.325114,-63.349303,-58.371589,-55.854441,-55.345579,-53.365355,-53.503142,0,Fileset 1: TS pulse compressed wideband pings T1
51.000,-45.454352,-44.521841,-52.198392,-55.580626,-52.359183,-42.256461,-49.328692,-41.787321,-38.757227,-37.970728,-39.514572,-42.751158,-48.729463,-51.300936,-52.358165,-54.321139,-55.916016,-55.044379,-43.917627,-41.370280,-40.261298,-43.425849,-45.390526,-38.845588,-36.576671,-39.265791,-46.822533,-41.646194,-40.188522,-40.960862,-48.647866,-53.582075,-50.530789,-44.446855,-42.725803,-47.659574,-46.548322,-48.499584,-62.241470,-60.792478,-54.104353,-48.471478,-45.681672,-44.639321,-47.662591,-49.138933,-48.237020,-51.672857,-41.442102,-40.152233,-39.427952,-39.317844,-39.805322,-42.288222,-43.984995,-47.557226,-48.224839,-49.563294,-50.838201,-51.586823,-44.231610,-41.795451,-40.436324,-55.845523,-62.836745,-60.018420,-57.806577,-57.414382,-54.208723,-53.965776,-45.319104,-43.773739,-43.838410,-44.568491,-44.030520,-43.078939,-43.907246,-45.707237,-51.040314,-53.140824,-47.542415,-42.891716,-42.435934,-58.853135,-50.796260,-45.631851,-45.146778,-35.296579,-36.370719,-38.181010,-44.333672,-41.786168,-53.361357,-37.199599,-40.547513,-46.903580,-41.049544,-47.598553,-48.766060,-49.144545,-55.873983,-60.576579,-60.169183,-55.223470,-54.704191,-60.273011,-65.296945,-73.646427,-68.909553,-60.475062,-56.244940,-54.519785,-54.797880,-54.506690,-54.099473,0,Fileset 1: TS pulse compressed wideband pings T1
51.500,-46.335747,-45.756326,-52.560116,-53.678971,-50.795154,-42.715837,-51.287684,-42.167236,-39.298002,-37.968187,-39.213887,-42.853872,-49.081841,-51.532982,-53.022165,-54.167999,-54.884508,-54.123358,-44.353849,-41.017335,-40.575456,-43.381332,-44.135900,-38.600928,-37.191576,-39.060692,-46.397407,-42.127767,-39.810872,-40.796592,-47.521983,-54.192807,-49.947904,-45.561573,-42.908530,-46.658923,-45.791445,-48.375230,-61.018795,-65.731989,-54.531905,-48.391572,-45.719718,-44.964243,-48.762862,-47.065235,-46.795477,-48.938680,-41.906593,-40.580335,-39.757704,-39.465703,-39.800450,-42.551281,-44.403230,-47.207750,-47.884269,-48.950514,-50.014377,-50.572731,-44.372760,-42.138610,-40.750213,-61.908454,-65.742758,-56.936603,-53.969497,-53.450062,-51.515028,-51.953358,-45.534066,-43.226613,-42.727454,-43.139734,-43.131793,-42.747870,-44.161232,-46.359747,-50.650627,-53.926862,-51.313149,-44.341398,-42.627356,-51.968415,-54.074200,-47.249360,-46.966325,-35.783049,-36.256777,-38.345999,-44.390817,-41.595240,-53.242969,-37.407004,-39.797397,-47.812318,-40.404045,-50.217363,-50.298541,-48.944030,-56.423207,-66.167232,-60.153058,-54.461408,-54.676917,-63.789881,-60.292863,-69.185585,-67.432582,-59.047825,-54.988814,-53.551539,-54.106172,-55.187059,-55.072686,0,Fileset 1: TS pulse compressed wideband pings T1
52.000,-47.080844,-47.189503,-53.014243,-52.515262,-49.319009,-42.717558,-51.755450,-42.061090,-39.665490,-37.917327,-39.111928,-42.677660,-49.267910,-51.433900,-52.773672,-53.379773,-54.072407,-53.524445,-43.996981,-40.757007,-40.806216,-43.225542,-43.140071,-38.507063,-37.913190,-38.778434,-46.033466,-42.607398,-39.608305,-40.553767,-46.931656,-54.221617,-49.186895,-46.396788,-42.910482,-45.813308,-45.319177,-48.330397,-55.552708,-62.559097,-54.478470,-48.793740,-46.039262,-45.514346,-48.760894,-46.039595,-46.181177,-47.474193,-42.456538,-40.997265,-40.090518,-39.658342,-39.935779,-43.012125,-44.864893,-46.988181,-47.548908,-48.288213,-49.208373,-49.691197,-44.514029,-42.554751,-41.267783,-72.606838,-59.210252,-53.216585,-49.847294,-49.506539,-48.987129,-49.931244,-46.469886,-43.372015,-42.270901,-42.449031,-42.852411,-43.202566,-45.235064,-47.991285,-50.442882,-53.820324,-56.587673,-46.881511,-43.587897,-47.590545,-60.019322,-49.442742,-49.423148,-36.495462,-36.378060,-38.658403,-44.497587,-41.618661,-50.640934,-37.716821,-39.273337,-49.769953,-40.118393,-54.218928,-52.746542,-49.879023,-58.624217,-66.441460,-61.345076,-53.953234,-54.852453,-62.671785,-56.893241,-65.213909,-66.695759,-58.403066,-54.247667,-52.786763,-53.390453,-55.054792,-56.041794,0,Fileset 1: TS pulse compressed wideband pings T1
52.500,-47.473412,-48.825163,-53.574545,-51.723977,-47.911206,-42.172407,-49.477015,-41.382123,-39.679473,-37.666878,-39.214203,-42.156855,-49.202552,-51.075642,-51.839489,-52.375205,-53.325390,-52.944379,-42.968231,-40.566589,-40.857693,-42.842036,-42.287518,-38.476601,-38.654926,-38.391525,-45.715780,-43.013499,-39.542776,-40.104738,-46.499202,-53.568384,-48.448346,-46.771048,-43.039424,-45.067995,-45.024136,-47.884408,-51.163364,-57.279835,-54.724876,-49.645777,-46.581952,-46.143899,-47.631248,-45.758089,-46.106700,-46.886921,-43.022369,-41.361119,-40.366290,-39.865672,-40.185898,-43.506222,-45.173827,-46.882434,-47.206591,-47.741247,-48.603927,-49.110321,-44.633198,-42.948991,-41.887221,-71.172443,-55.354941,-49.933263,-46.737204,-46.557709,-46.753028,-48.053828,-47.972665,-44.075790,-42.353500,-42.329390,-43.084572,-44.261590,-47.012488,-50.578930,-50.730857,-52.152337,-58.993981,-50.174160,-45.356358,-44.449189,-64.465413,-52.648578,-52.964173,-37.456493,-36.713567,-39.126333,-44.700307,-41.804808,-48.021680,-37.921023,-38.837224,-51.367452,-40.029862,-61.525689,-54.918799,-51.772601,-63.080101,-62.100249,-63.847098,-53.619586,-55.076158,-57.577777,-54.119065,-62.667391,-65.751719,-58.246669,-53.808973,-52.033444,-52.598009,-54.277935,-56.522899,0,Fileset 1: TS pulse compressed wideband pings T1
53.000,-47.487066,-50.780577,-54.246201,-51.180873,-46.618184,-41.276462,-46.827670,-40.469245,-39.389516,-37.264718,-39.476241,-41.467982,-49.000371,-50.560454,-50.752386,-51.395166,-52.497177,-52.194774,-41.668657,-40.511685,-40.784946,-42.286464,-41.570438,-38.526014,-39.460047,-37.965134,-45.464447,-43.375627,-39.644303,-39.545891,-45.978536,-52.371242,-47.915036,-46.845980,-43.548737,-44.438568,-44.816315,-46.799564,-47.914147,-53.407998,-55.976391,-51.053725,-47.355682,-46.700709,-46.708368,-46.040152,-46.370795,-46.992089,-43.621437,-41.749044,-40.652934,-40.164579,-40.602418,-43.913578,-45.251289,-46.924387,-46.958651,-47.464628,-48.336052,-48.925719,-44.794619,-43.321597,-42.571068,-64.655258,-51.836822,-47.129501,-44.570923,-44.517802,-44.838779,-46.347956,-49.940194,-45.274648,-42.887670,-42.634851,-43.800901,-45.879934,-49.578658,-54.350648,-51.942588,-49.995905,-56.659108,-51.631520,-47.954659,-42.062216,-55.005579,-57.791785,-59.179729,-38.700396,-37.272165,-39.813232,-45.018171,-42.175946,-46.058999,-37.973909,-38.452405,-49.255205,-40.046521,-63.587334,-54.115300,-54.641449,-71.968558,-59.237863,-68.412269,-53.445669,-55.165144,-53.673550,-51.803164,-61.160064,-64.694226,-58.516767,-53.631099,-51.276182,-51.700826,-53.247971,-56.227438,0,Fileset 1: TS pulse compressed wideband pings T1
53.500,-47.172619,-53.037057,-54.871877,-50.846299,-45.454131,-40.278004,-44.858617,-39.621823,-38.906479,-36.811395,-39.681675,-40.779716,-48.776502,-49.939020,-49.772271,-50.452253,-51.467977,-51.194997,-40.359929,-40.618000,-40.646695,-41.639524,-40.961997,-38.649045,-40.360194,-37.526065,-45.244704,-43.711529,-39.889046,-38.999606,-45.239513,-50.857101,-47.601797,-46.856471,-44.513697,-43.891453,-44.521083,-45.247884,-45.429536,-50.429881,-58.386809,-53.202874,-48.274254,-46.947177,-46.480917,-46.584496,-46.629299,-47.557925,-44.216639,-42.201652,-40.999744,-40.590871,-41.172416,-44.066475,-45.065623,-47.098749,-46.884128,-47.514565,-48.443704,-49.135337,-45.012523,-43.637661,-43.210076,-58.052904,-48.676315,-44.905597,-43.169442,-43.222437,-43.361839,-44.962768,-52.116957,-46.877219,-43.785394,-43.233305,-45.008831,-48.087118,-53.218080,-59.185214,-54.772350,-48.287949,-55.225529,-49.642499,-50.078141,-40.188010,-49.765627,-59.900428,-74.218529,-39.987472,-37.947680,-40.685862,-45.356491,-42.709532,-44.744930,-37.888506,-38.084349,-45.612096,-40.053547,-55.502176,-51.518989,-58.300712,-67.404799,-57.406863,-75.288427,-53.371825,-54.749626,-50.868814,-49.934121,-60.456623,-64.006828,-59.218169,-53.698758,-50.566842,-50.693744,-52.189931,-55.265536,0,Fileset 1: TS pulse compressed wideband pings T1
54.000,-46.660053,-54.921989,-55.165530,-50.773483,-44.457450,-39.423558,-43.651174,-39.030014,-38.361929,-36.447184,-39.542453,-40.230298,-48.637434,-49.309451,-48.977425,-49.536345,-50.270893,-50.058999,-39.172492,-40.924193,-40.546401,-41.017614,-40.468110,-38.861203,-41.380078,-37.110771,-45.053073,-44.089436,-40.246205,-38.595634,-44.377256,-49.294843,-47.435953,-46.997695,-45.861131,-43.403332,-43.996043,-43.626707,-43.517169,-48.114284,-60.386882,-56.535669,-49.126891,-46.776544,-46.932079,-46.885304,-46.485841,-48.144737,-44.757338,-42.746751,-41.462449,-41.162952,-41.829963,-43.890921,-44.702085,-47.400040,-47.079354,-47.929628,-48.950420,-49.709376,-45.293302,-43.878395,-43.675062,-53.188924,-46.281875,-43.359171,-42.445741,-42.594741,-42.454002,-44.081628,-53.766302,-48.807708,-45.083946,-44.148012,-46.879084,-51.041457,-57.674360,-58.658481,-60.629831,-47.353825,-54.809747,-47.697785,-48.988477,-38.715743,-46.351741,-53.536800,-58.608566,-40.561841,-38.521300,-41.615405,-45.595803,-43.375604,-44.090881,-37.756787,-37.760829,-42.706499,-39.995156,-51.457958,-49.319088,-61.672318,-61.193581,-56.117474,-68.054504,-53.338363,-53.605513,-48.830397,-48.566055,-60.445777,-64.059768,-60.481559,-54.062872,-50.030612,-49.680284,-51.210739,-54.033446,0,Fileset 1: TS pulse compressed wideband pings T1
54.500,-46.147010,-54.687341,-54.784400,-51.096314,-43.730194,-38.958521,-43.223028,-38.867485,-37.907444,-36.348671,-38.974087,-39.961789,-48.704735,-48.860272,-48.433119,-48.729380,-49.109822,-49.046874,-38.209386,-41.524855,-40.661580,-40.585146,-40.168978,-39.233625,-42.495353,-36.805046,-44.980360,-44.667777,-40.715064,-38.469271,-43.666251,-47.983286,-47.306563,-47.409237,-47.297643,-43.014215,-43.283304,-42.276462,-42.153303,-46.465243,-59.187311,-62.129604,-49.600930,-46.401588,-47.859376,-46.482397,-45.847750,-48.072341,-45.234850,-43.417031,-42.112938,-41.885451,-42.451512,-43.529176,-44.362991,-47.869874,-47.673675,-48.748904,-49.849087,-50.570121,-45.670326,-44.093669,-43.921802,-50.045614,-44.852429,-42.620232,-42.433282,-42.669930,-42.256071,-43.887975,-53.497611,-50.810808,-47.025970,-45.655078,-49.832857,-53.894174,-55.786864,-53.530909,-59.051273,-47.389198,-54.248077,-46.997772,-46.775562,-37.651210,-43.984283,-49.144365,-53.383610,-39.703803,-38.719142,-42.361690,-45.698790,-44.163396,-44.241962,-37.740419,-37.606648,-40.735096,-39.942714,-49.164324,-47.923606,-63.841289,-57.496649,-55.171251,-62.382008,-53.323309,-52.057548,-47.446441,-47.822949,-61.052923,-64.867817,-62.642969,-54.880673,-49.861334,-48.872879,-50.399416,-52.918574,0,Fileset 1: TS pulse compressed wideband pings T1
55.000,-45.660684,-52.481831,-53.397167,-51.754675,-43.222501,-38.909722,-43.461833,-39.125328,-37.510164,-36.493700,-38.086591,-39.916965,-48.906885,-48.631124,-48.045543,-48.003963,-48.067608,-48.253716,-37.388354,-42.360279,-41.008201,-40.331801,-40.005128,-39.677310,-43.341976,-36.532289,-44.998873,-45.464868,-41.125968,-38.514119,-43.219294,-47.026826,-46.930516,-47.947729,-48.186494,-42.629742,-42.437820,-41.239554,-41.219189,-45.397531,-57.463840,-67.401353,-49.372849,-46.039310,-48.494231,-45.403638,-44.895071,-47.005895,-45.520100,-44.025833,-42.789628,-42.506387,-42.696962,-43.084144,-44.094483,-48.382219,-48.557563,-49.694282,-50.734288,-51.264232,-45.999587,-44.207632,-43.885149,-48.179369,-44.312701,-42.660431,-43.048787,-43.350296,-42.699297,-44.351102,-51.397199,-51.471629,-49.632121,-48.005756,-53.418004,-52.129540,-50.733371,-49.683506,-52.359266,-48.471805,-52.610862,-47.504664,-45.442440,-36.880719,-42.262813,-46.236553,-50.609652,-37.862639,-38.262595,-42.465085,-45.587362,-44.877276,-45.269763,-37.822361,-37.611250,-39.459865,-39.877855,-47.776209,-47.164775,-67.030722,-54.498448,-54.375646,-59.130281,-53.170581,-50.507632,-46.551096,-47.672221,-61.758755,-64.999941,-65.944267,-56.215854,-50.080708,-48.319325,-49.664190,-52.019104,0,Fileset 1: TS pulse compressed wideband pings T1
55.500,-45.266657,-50.180610,-51.301242,-52.629751,-42.946054,-39.300567,-44.352130,-39.833441,-37.187848,-36.849553,-37.217589,-40.058931,-49.207933,-48.695499,-47.796875,-47.412446,-47.260549,-47.787293,-36.692475,-43.437188,-41.632810,-40.290843,-39.988642,-40.163746,-43.572030,-36.274070,-45.155690,-46.549981,-41.403488,-38.579977,-43.141011,-46.541690,-46.265332,-48.406978,-48.404670,-42.247848,-41.649331,-40.549289,-40.684161,-44.905402,-57.143196,-61.352478,-48.662204,-45.931845,-47.905992,-44.239429,-43.993210,-45.618098,-45.633114,-44.418704,-43.306795,-42.792391,-42.466354,-42.720647,-43.967943,-48.873641,-49.493414,-50.271050,-50.989007,-51.282150,-46.213515,-44.244669,-43.705672,-47.331320,-44.638190,-43.514790,-44.271846,-44.560951,-43.688774,-45.430199,-49.144874,-49.771910,-51.485166,-51.017017,-52.169178,-48.249118,-47.264273,-47.099123,-48.656832,-50.938043,-50.583450,-49.276531,-45.175773,-36.372897,-41.026157,-44.218419,-48.984889,-35.971967,-37.340619,-41.849370,-45.382755,-45.402914,-47.442205,-38.009835,-37.817641,-38.722718,-39.864792,-46.903603,-46.897009,-70.506763,-51.821707,-53.714235,-57.308872,-52.876933,-49.258011,-46.098089,-48.130486,-61.547707,-62.662111,-68.249823,-58.285399,-50.737817,-48.082167,-48.989083,-51.404775,0,Fileset 1: TS pulse compressed wideband pings T1
