Target_index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,Variable_index,Variable_name
66.500,-59.192655,-42.761973,-55.561971,-42.694647,-37.758788,-51.196063,-51.031485,-45.664669,-44.947261,-44.091294,-41.889173,-47.257276,-53.348320,-57.540295,-49.319693,-39.002319,-38.092649,-37.230057,-37.254079,-40.110801,-41.477166,-50.637337,-39.823403,-37.864753,-48.626876,-52.039534,-53.160600,-46.702663,-42.952409,-40.046542,-41.421090,-37.264096,-38.150000,-43.049067,-43.874565,-45.162922,-39.925642,-40.689484,-37.941251,-38.643754,-38.823256,-41.163659,-48.606894,-41.800130,-41.427052,-51.187363,-44.942576,-43.183599,-50.901055,-46.300109,-37.865390,-55.072274,-62.010100,-41.283180,-46.080891,-39.317425,-54.065015,-41.058158,-46.954949,-39.696023,-40.805750,-42.159424,-46.985494,-45.545941,-59.213003,-48.933313,-48.551067,-57.059082,-42.874501,-39.168955,-39.304973,-62.656693,-42.788969,-50.132790,-43.741533,-45.539844,-45.429503,-40.786625,-45.833539,-38.665451,-39.040566,-47.001227,-41.083002,-34.948747,-33.921411,-34.153259,-34.897048,-35.449928,-35.380753,-34.786640,-34.687834,-35.844130,-39.940037,-47.321478,-37.030563,-35.875008,-36.777732,-37.001780,-35.759135,-36.977976,-46.242171,-46.320641,-43.505138,-45.756034,-46.520801,-35.062433,-34.863591,-38.091023,-39.758012,-40.646876,-41.515190,-40.767129,-36.632535,-35.884250,-35.736104,-36.218564,-40.448555,-47.264351,-47.447706,-47.047443,-50.082217,-48.902414,-39.838661,-36.576664,-36.371587,-37.992464,-41.010361,-56.171975,-40.293442,-39.216849,-40.022361,-39.455091,-44.889291,-46.615526,-38.562036,-38.513710,-38.260032,-40.424739,-44.126269,-48.467609,-43.179675,-40.662640,-38.997756,-37.853069,-38.286585,-39.009385,-40.501985,-40.288347,-39.887799,-41.850290,-46.919873,-40.434169,-40.379879,-40.371954,-42.626841,-51.572903,-39.543308,-51.197576,-42.086421,-49.314218,-50.649935,-39.791290,-45.793204,-37.415414,-39.290176,-45.001118,-43.108860,-44.002572,-47.318918,-53.270913,-50.400619,-48.984781,-39.328296,0,Fileset 1: TS pulse compressed wideband pings T1
67.000,-57.154934,-44.170893,-50.624462,-40.688431,-39.055969,-53.814619,-53.049648,-46.021368,-44.702691,-45.760360,-43.684201,-47.296433,-53.255025,-55.427037,-45.380471,-38.650639,-39.959873,-37.336672,-37.651623,-42.708112,-41.658499,-51.495363,-38.835737,-38.738302,-50.115945,-54.259938,-54.231495,-43.776637,-45.941551,-38.602497,-45.042720,-37.278340,-39.203249,-43.682856,-45.094902,-46.857190,-39.540786,-41.034429,-37.897907,-39.550740,-40.725312,-44.615295,-64.845252,-39.754389,-41.200122,-70.535530,-45.356599,-44.794232,-53.398925,-41.742011,-37.479657,-47.420026,-51.797372,-39.959191,-47.689067,-40.311816,-50.306019,-41.401323,-52.507920,-39.084886,-41.569837,-40.932954,-50.331354,-45.555298,-48.491376,-43.960005,-44.174022,-51.311907,-46.925855,-40.081230,-38.476593,-61.026447,-40.883396,-44.647758,-41.683792,-44.233395,-47.111333,-39.902270,-48.796038,-39.207491,-40.435614,-45.327628,-42.629747,-34.108374,-33.561465,-34.340092,-35.513242,-36.669632,-36.915333,-35.138842,-35.118169,-36.883631,-42.769536,-41.345283,-35.486649,-36.325662,-38.420384,-38.740201,-36.297421,-35.585737,-40.740559,-48.225998,-45.915173,-50.005331,-39.594734,-33.680306,-35.393075,-39.007491,-40.777818,-42.068485,-43.130133,-43.320929,-37.892944,-35.931012,-35.767074,-37.456924,-43.897547,-48.438342,-45.295951,-43.536850,-46.548094,-53.421803,-43.041120,-37.967770,-37.326988,-39.498242,-44.735802,-48.952243,-38.606996,-39.585282,-41.094964,-39.851572,-42.069452,-49.673843,-38.966684,-39.576708,-39.587246,-42.762191,-46.590769,-43.931422,-40.719303,-39.283239,-38.193868,-37.409780,-38.321241,-38.954221,-40.328587,-40.396176,-39.592426,-39.998157,-47.388236,-41.568699,-40.788536,-41.559599,-45.511325,-45.226896,-38.922101,-67.251102,-42.614773,-52.046814,-50.865219,-41.025000,-42.751506,-37.379085,-41.490857,-41.571562,-47.135891,-41.829554,-49.240412,-50.991342,-53.175947,-47.700072,-37.668334,0,Fileset 1: TS pulse compressed wideband pings T1
67.500,-56.500350,-46.142444,-47.408136,-39.512008,-41.151937,-54.228807,-54.054336,-46.676623,-43.875656,-48.178649,-45.942886,-47.366023,-53.327231,-54.410698,-42.926090,-39.044723,-42.973300,-37.900271,-38.557272,-45.104463,-42.077042,-46.447975,-38.595637,-40.551609,-51.862398,-56.641351,-54.802564,-42.183575,-49.660650,-37.834050,-52.319896,-37.749798,-40.952287,-44.748725,-46.647389,-49.577297,-39.296796,-41.769950,-37.988946,-40.592732,-43.855225,-51.035076,-47.625356,-38.311416,-41.459727,-52.460109,-46.424549,-47.365605,-48.627974,-39.026724,-37.578114,-42.805389,-45.782443,-39.267051,-44.169056,-42.173482,-47.811169,-42.432616,-82.131334,-39.154611,-42.912123,-40.468034,-47.661878,-45.272072,-43.752098,-41.329590,-41.729578,-44.640897,-52.758287,-41.814345,-38.309730,-52.660557,-39.891081,-41.776084,-40.466796,-43.743564,-48.925955,-39.600643,-52.003153,-40.239238,-42.779100,-42.652065,-45.223383,-33.567370,-33.506483,-34.721583,-36.234703,-37.790823,-38.390142,-35.592756,-35.632656,-38.110149,-45.870525,-37.606671,-34.761396,-37.572325,-41.219418,-41.672252,-37.632121,-35.003292,-37.511097,-44.423946,-46.608269,-44.506626,-36.037083,-33.115290,-36.372173,-39.834273,-42.052902,-43.899441,-44.840739,-45.588515,-40.038083,-36.692222,-36.543870,-39.565485,-47.883275,-46.426943,-43.821268,-41.524950,-43.867321,-47.888465,-48.394653,-40.131643,-39.006762,-41.917562,-50.692512,-43.755231,-37.756056,-40.607721,-42.493653,-40.763767,-40.609330,-45.537504,-39.746720,-40.587653,-41.253645,-45.365266,-48.077231,-40.862445,-39.308618,-38.692239,-38.047981,-37.568001,-38.989497,-39.588381,-40.898009,-41.290149,-39.995849,-38.910365,-44.761283,-43.387851,-41.531170,-42.911572,-48.873467,-41.890990,-39.038221,-54.845222,-43.700451,-52.229058,-49.898107,-42.407094,-40.880694,-37.970051,-44.772011,-39.591651,-54.818823,-40.716267,-52.441751,-49.653092,-52.280983,-43.965351,-36.988591,0,Fileset 1: TS pulse compressed wideband pings T1
68.000,-56.094386,-47.652844,-45.504570,-38.920030,-44.790346,-52.614357,-53.827938,-47.326696,-42.976768,-51.322705,-47.295485,-47.673733,-53.536053,-53.959289,-41.400341,-40.290505,-48.605712,-39.062493,-40.145618,-44.367005,-42.490154,-43.040378,-39.065691,-43.938775,-53.338529,-57.287446,-54.703597,-41.473474,-49.392368,-37.619155,-57.494122,-38.735540,-43.491754,-45.752244,-48.467981,-53.464842,-39.180421,-42.891870,-38.344355,-41.933563,-50.132259,-55.471561,-42.129939,-37.381829,-42.206535,-46.606984,-48.351823,-50.218338,-44.935228,-37.250034,-38.192462,-39.843738,-42.204553,-39.130566,-40.758893,-45.200973,-46.511688,-44.171979,-51.293721,-39.947213,-44.855139,-40.652888,-43.618106,-44.614309,-41.074563,-39.887578,-40.363753,-41.205464,-49.974563,-44.844029,-38.808942,-48.972650,-39.457587,-40.015236,-39.726974,-43.962815,-49.463435,-39.879868,-52.164092,-41.955540,-47.110934,-40.568732,-49.275852,-33.316706,-33.873851,-35.501785,-37.299538,-38.915940,-39.641609,-36.092674,-36.414962,-40.000875,-44.238451,-35.195049,-34.756439,-39.900383,-46.239988,-47.065674,-40.087243,-35.143630,-35.452567,-39.983628,-42.917489,-39.394384,-33.860111,-33.235343,-37.763278,-40.623170,-43.841079,-46.358926,-46.838194,-46.335501,-43.627346,-38.348923,-38.232128,-43.055546,-49.010694,-44.781805,-42.708122,-40.369474,-42.208569,-43.778048,-57.615419,-43.559306,-41.757355,-46.200597,-55.592326,-40.658982,-37.603506,-42.260376,-43.494946,-41.972270,-40.082445,-41.450610,-41.205351,-41.440908,-43.206442,-48.062017,-46.769642,-38.787480,-38.644793,-38.801677,-38.570165,-38.392125,-40.403315,-41.053741,-42.309322,-43.250682,-41.193759,-38.409095,-41.855710,-45.947493,-42.944580,-44.707524,-50.516227,-39.800618,-39.913947,-48.325761,-45.108475,-50.096598,-49.030312,-43.327408,-39.761106,-39.194640,-50.658953,-38.485198,-53.500205,-40.447241,-56.416263,-49.260406,-49.561613,-41.152144,-37.010643,0,Fileset 1: TS pulse compressed wideband pings T1
68.500,-54.911507,-46.675147,-44.397789,-38.757541,-53.050251,-51.041049,-53.385236,-47.381006,-42.233496,-52.561949,-45.727106,-48.298128,-53.260292,-53.622910,-40.473362,-42.715517,-53.468939,-41.004007,-42.502848,-41.287194,-42.384782,-40.865185,-40.311474,-51.415791,-52.882218,-54.389437,-53.490952,-41.443648,-45.290588,-37.881371,-45.721403,-40.196052,-45.590436,-45.640707,-50.096288,-54.053767,-39.114177,-44.189838,-38.953108,-43.642354,-59.233830,-45.819206,-38.952376,-36.807214,-43.439197,-43.447856,-51.362319,-49.211307,-42.535966,-36.022073,-39.453272,-37.550780,-39.474180,-39.478365,-38.327271,-48.467198,-46.127050,-46.069141,-45.234701,-41.599265,-46.609399,-41.405449,-40.615281,-43.630735,-39.455814,-39.255317,-39.745738,-39.056442,-44.460880,-50.332703,-40.071058,-46.849424,-39.370562,-38.783346,-39.246671,-44.760987,-47.859624,-40.771381,-47.834432,-44.876878,-59.148103,-39.116644,-50.851513,-33.352048,-34.782291,-36.935796,-38.982955,-40.224537,-40.621194,-36.631851,-37.698610,-43.225963,-39.461331,-33.565065,-35.471798,-44.119305,-55.647915,-58.939239,-44.645737,-36.039837,-34.141758,-36.616052,-38.712878,-35.885248,-32.466788,-33.971446,-39.309323,-41.410095,-45.835089,-48.024617,-48.149997,-45.544553,-49.869164,-41.388851,-41.291090,-49.207555,-46.637017,-43.864486,-41.413722,-39.759144,-41.291579,-41.062012,-48.729496,-49.592845,-46.520753,-57.296502,-47.807506,-38.544532,-38.093978,-43.939895,-42.899939,-42.653647,-40.206917,-38.664992,-43.600990,-42.174580,-45.272056,-49.707770,-43.574331,-37.339084,-38.574460,-39.602654,-39.792219,-39.974562,-42.787631,-43.747155,-44.878804,-47.058625,-43.450225,-38.375091,-39.551765,-47.307518,-45.411730,-47.132311,-47.168507,-38.372129,-41.673417,-44.991938,-45.883720,-48.127881,-48.774376,-42.892573,-39.164872,-41.140514,-60.366266,-37.995198,-46.182120,-40.935358,-53.612806,-49.767401,-47.336205,-39.265901,-37.575557,0,Fileset 1: TS pulse compressed wideband pings T1
69.000,-53.016865,-44.288298,-44.070038,-39.216288,-51.764303,-50.389722,-53.802958,-46.767019,-41.891003,-49.312778,-43.000665,-49.283199,-51.998125,-53.175480,-40.213815,-47.539836,-44.195763,-44.035497,-44.775547,-38.613892,-41.606523,-39.664988,-42.972299,-53.524689,-50.286772,-50.810907,-51.506176,-42.340577,-42.088423,-38.904051,-40.548085,-41.843938,-43.973215,-44.124596,-50.726755,-49.365564,-39.280612,-45.200290,-39.892164,-45.384707,-45.489588,-40.853367,-36.970458,-36.715255,-45.448208,-41.638989,-54.175265,-45.558957,-41.152734,-35.408380,-42.100595,-35.789985,-37.359250,-40.524298,-36.817006,-46.201824,-46.795921,-46.056876,-41.888128,-44.823394,-45.847812,-42.765153,-38.570834,-42.732455,-38.832212,-39.621891,-40.069166,-37.846129,-41.059361,-53.088284,-42.777552,-45.785962,-39.802562,-38.025997,-39.189907,-46.082616,-45.784249,-42.738319,-43.460753,-51.579854,-49.148404,-38.416728,-45.861667,-33.999314,-36.782468,-39.812450,-41.841116,-42.004071,-41.630988,-37.615060,-40.194541,-46.383244,-35.666015,-32.699707,-37.373794,-54.452728,-47.324346,-47.255301,-57.447162,-38.257693,-33.660608,-34.265791,-35.526245,-33.495130,-31.872881,-35.615398,-40.606594,-42.252287,-45.620523,-45.344357,-46.016850,-44.481959,-50.592711,-48.177591,-47.995246,-51.983054,-44.641194,-43.233934,-39.872436,-39.796046,-41.086559,-39.189650,-43.023498,-54.154203,-57.397464,-52.427910,-42.840830,-37.256938,-39.559055,-43.877703,-41.150204,-41.950759,-40.892911,-36.934733,-46.516838,-43.279038,-47.262182,-47.879854,-40.513647,-36.569042,-39.321628,-41.480080,-42.013027,-42.658844,-46.832626,-49.557430,-50.004063,-56.527847,-47.832633,-39.026193,-38.042142,-44.563956,-49.031523,-48.798472,-43.113499,-37.594740,-45.008162,-43.088776,-45.039720,-47.180030,-49.546460,-41.468664,-39.241404,-44.460362,-47.942944,-38.298490,-42.328262,-42.475663,-48.513789,-51.513838,-46.019546,-38.321032,-38.860878,0,Fileset 1: TS pulse compressed wideband pings T1
69.500,-51.102498,-42.387489,-44.524944,-40.474033,-42.756385,-50.841172,-55.522116,-46.006570,-41.902141,-45.811957,-40.762888,-49.540475,-49.939349,-52.285864,-40.687909,-51.458570,-39.156737,-45.524819,-43.164146,-36.842147,-40.476197,-39.373497,-48.864913,-43.688223,-47.332952,-47.987963,-49.370841,-44.508843,-40.116118,-41.029868,-37.401441,-41.671266,-40.794275,-42.092493,-49.790521,-45.653312,-39.764335,-44.809428,-40.673757,-44.681684,-40.075246,-37.889524,-35.850451,-37.147623,-48.119642,-40.863973,-51.042324,-42.817543,-40.690828,-35.492222,-48.292759,-34.568450,-35.842755,-42.341497,-36.167257,-41.953514,-48.724779,-43.549850,-40.006528,-50.843796,-42.931483,-43.896828,-37.334727,-42.230363,-39.357482,-41.392472,-41.720350,-37.504742,-39.060638,-45.651060,-48.752852,-45.604878,-41.001373,-37.773382,-39.749173,-46.935719,-44.376210,-46.584953,-40.047211,-57.089699,-41.716123,-38.563003,-41.870317,-35.641514,-40.877674,-44.772860,-43.944444,-42.821617,-42.248278,-39.542245,-44.589533,-40.994003,-33.028305,-32.668706,-41.487318,-48.550921,-41.840129,-41.782092,-47.424996,-43.128510,-34.138335,-32.830638,-33.359976,-32.050134,-32.201950,-38.532591,-40.890214,-42.310353,-42.228483,-41.361691,-42.107126,-43.368826,-44.250995,-57.595152,-57.673551,-44.887702,-43.439078,-42.078777,-38.353905,-40.670924,-41.431027,-37.968340,-39.768197,-45.910859,-48.952605,-44.807146,-39.678561,-36.841596,-42.383961,-41.641073,-39.548824,-40.341668,-41.558253,-36.157401,-44.887368,-45.000166,-47.601991,-44.004223,-38.201474,-36.593424,-41.174567,-44.745804,-44.621918,-45.144280,-49.773339,-64.256553,-57.129458,-51.427430,-53.064306,-40.529134,-37.356515,-41.101100,-47.778024,-45.770218,-40.108128,-37.549334,-50.589442,-42.193899,-43.278208,-47.435542,-51.703914,-40.062133,-40.139306,-50.464275,-42.351778,-39.666902,-40.184932,-45.138420,-45.161177,-54.560441,-45.597247,-38.356679,-40.935007,0,Fileset 1: TS pulse compressed wideband pings T1
70.000,-49.747021,-41.629564,-45.805309,-42.722931,-38.584536,-52.643198,-58.356328,-45.846502,-42.026343,-43.558831,-39.429686,-47.871992,-47.933709,-51.021908,-42.130619,-44.660069,-36.409517,-42.141547,-39.833696,-36.071627,-39.674743,-40.153396,-60.419077,-39.567311,-45.114147,-46.157778,-47.611284,-48.443699,-39.328075,-44.762291,-35.612463,-39.233278,-38.663858,-40.487957,-48.157536,-43.484269,-40.693204,-43.173153,-40.327911,-41.519337,-37.074330,-36.299730,-35.624190,-38.193782,-49.373383,-41.230325,-47.070196,-41.478704,-41.300489,-36.550829,-59.038918,-34.102489,-35.118574,-44.295892,-36.555926,-39.318786,-52.481259,-41.251830,-39.428515,-50.748816,-40.490518,-43.312910,-37.021337,-42.502553,-41.623454,-45.846426,-45.869040,-38.242978,-38.264240,-41.492449,-55.548423,-46.395836,-43.614776,-38.250279,-41.385311,-46.027919,-44.058140,-53.314993,-37.718830,-44.610544,-37.847018,-39.792353,-39.567787,-39.077936,-46.247777,-42.466302,-39.987552,-40.086903,-40.979728,-43.019434,-43.963112,-35.954549,-31.492743,-33.758677,-53.480883,-41.722044,-39.189905,-39.216946,-41.156624,-57.438531,-35.935295,-32.423690,-32.261985,-31.645829,-33.790088,-42.681008,-40.170607,-40.643651,-39.046377,-38.567568,-39.043042,-41.803203,-41.045217,-44.107784,-44.043876,-41.238805,-42.331643,-40.341337,-37.348229,-42.808336,-42.270085,-37.472977,-37.911089,-41.654962,-42.872812,-41.665186,-37.735441,-37.531095,-45.659076,-39.478199,-38.822388,-39.094624,-41.238298,-36.398788,-40.766152,-45.924727,-44.993424,-40.721448,-36.854110,-37.687139,-44.229203,-46.853675,-44.078359,-43.118365,-45.231608,-47.329946,-48.573331,-44.355608,-46.756565,-42.856643,-37.667787,-38.853378,-43.160936,-41.915024,-38.298769,-38.514667,-48.991733,-42.303336,-42.000918,-49.202641,-55.977230,-39.374405,-42.162894,-51.987958,-39.263516,-42.797561,-39.334202,-46.594445,-43.430732,-56.215468,-46.190144,-39.601565,-43.548836,0,Fileset 1: TS pulse compressed wideband pings T1
70.500,-49.078098,-42.067138,-47.235093,-45.017550,-36.403802,-56.222541,-60.500326,-46.695531,-41.738161,-42.489002,-39.027060,-45.679251,-46.460451,-49.704432,-44.824108,-40.700521,-35.150174,-38.998338,-37.581769,-36.301563,-39.572687,-42.121521,-46.428496,-37.669913,-43.843739,-45.215816,-46.408160,-51.093450,-39.645004,-47.394449,-34.959231,-36.958508,-37.738746,-39.657676,-46.659538,-42.521075,-41.873944,-41.494411,-38.846122,-38.675262,-35.467647,-35.859415,-36.343892,-39.610839,-47.365996,-42.888352,-44.887181,-41.480473,-43.065744,-38.835183,-44.082632,-34.520963,-35.306783,-43.692122,-38.154981,-38.159227,-59.915024,-40.114785,-40.129986,-44.697318,-39.161756,-41.676333,-37.738555,-43.857319,-47.025230,-59.050043,-56.610191,-40.320859,-38.581197,-39.418775,-45.218241,-48.298997,-49.225751,-39.569591,-44.835198,-44.331348,-44.915801,-49.593301,-36.421360,-39.697872,-35.724408,-42.060628,-38.565289,-45.140864,-40.086537,-36.898984,-35.838646,-36.538867,-38.167009,-44.772105,-38.268983,-32.951434,-30.984356,-36.375988,-47.424123,-38.681404,-38.022329,-38.147568,-38.452345,-44.978294,-39.709143,-33.139484,-32.229382,-32.348993,-37.123424,-43.280583,-39.066385,-38.301445,-37.038506,-37.023806,-37.176568,-39.850820,-39.590056,-40.089143,-39.883184,-39.448139,-40.756096,-38.767411,-37.159029,-46.882794,-43.986284,-37.795028,-37.091393,-39.435895,-39.876466,-39.964568,-36.790703,-39.536133,-43.819539,-38.309145,-39.122389,-38.753238,-40.078047,-37.537344,-38.062645,-43.611616,-41.792331,-38.536885,-36.501464,-40.037204,-45.437761,-43.663286,-41.275928,-39.964884,-41.537527,-42.517097,-44.148382,-41.198830,-42.314003,-44.120446,-39.001102,-37.852387,-40.280823,-39.432945,-37.606709,-40.755586,-43.825511,-43.502665,-41.716480,-53.072269,-61.656000,-39.572682,-44.975096,-45.326668,-37.646226,-49.199772,-39.617201,-43.886483,-43.133180,-53.786364,-47.820849,-42.130506,-44.897680,0,Fileset 1: TS pulse compressed wideband pings T1
71.000,-49.023081,-43.438907,-47.119544,-44.600555,-35.408073,-63.501823,-61.003522,-48.813282,-40.903289,-42.339256,-39.465914,-44.132634,-45.568257,-48.561095,-49.117404,-38.809047,-34.991651,-37.224194,-36.461814,-37.495415,-40.158255,-45.194720,-41.851968,-37.128398,-43.368640,-44.926158,-45.728778,-47.559877,-40.885045,-43.914532,-35.259922,-35.639159,-37.780177,-39.597888,-45.513366,-42.413065,-42.643037,-40.285496,-37.269794,-36.755955,-34.808583,-36.393860,-38.041775,-40.682345,-45.060854,-46.055388,-44.177348,-42.733538,-45.778217,-42.550749,-39.296941,-35.872933,-36.466723,-41.112114,-41.068586,-38.129080,-72.608288,-40.092964,-42.069341,-41.507354,-38.804102,-40.346117,-39.548951,-46.590611,-55.986960,-48.459440,-49.451984,-44.207052,-39.916838,-38.678061,-40.954172,-51.661962,-65.015106,-41.781459,-52.862151,-43.139926,-46.917823,-44.510178,-35.972215,-36.976839,-34.767796,-44.110076,-38.558737,-43.148950,-35.377992,-33.614804,-33.176532,-33.921735,-35.525224,-40.288320,-34.661164,-31.264905,-31.382966,-41.507035,-40.297028,-37.253674,-37.679993,-37.878837,-37.305630,-39.652500,-48.323575,-35.090889,-33.209070,-34.202009,-43.442606,-40.109244,-37.844850,-36.397137,-36.054262,-36.459512,-36.322512,-38.077966,-38.949982,-38.419880,-38.091933,-38.533630,-39.047457,-37.837149,-37.881604,-53.376642,-47.548025,-39.030876,-37.071303,-38.291955,-38.223727,-38.800575,-36.657800,-43.081786,-40.434880,-38.117190,-40.295478,-39.335753,-39.129323,-38.957239,-36.721658,-40.557013,-39.333076,-37.313854,-37.071732,-43.262063,-42.481245,-40.667850,-39.298023,-38.057509,-39.524323,-40.322811,-42.161266,-39.806925,-40.080792,-42.434913,-40.990532,-37.861408,-38.877463,-38.151017,-37.873398,-44.337964,-41.059663,-45.959289,-42.426879,-60.652501,-58.362323,-40.505227,-45.484441,-41.586704,-37.087893,-51.316917,-40.947230,-41.165574,-44.074860,-51.635395,-49.965082,-44.995891,-43.716786,0,Fileset 1: TS pulse compressed wideband pings T1
71.500,-49.523324,-44.941216,-45.413013,-42.363354,-35.242008,-67.941678,-62.210272,-52.780542,-39.958566,-42.837596,-40.679679,-43.313252,-45.165269,-47.677961,-52.288128,-38.116186,-35.734020,-36.476613,-36.229553,-39.690786,-41.124192,-47.856322,-39.697273,-37.575048,-43.469165,-45.097118,-45.500016,-44.432375,-42.657116,-40.592236,-36.429641,-35.181379,-38.623733,-40.214327,-44.652200,-42.870059,-42.362250,-39.535385,-36.101069,-35.585998,-34.837138,-37.829745,-40.882854,-40.727956,-43.519031,-50.671951,-44.596466,-45.190760,-47.833343,-46.549873,-36.792698,-38.372864,-38.817008,-39.011417,-44.538623,-39.059768,-58.839347,-41.051725,-45.036516,-39.916203,-39.206439,-39.614984,-42.675952,-50.470670,-45.896420,-42.516129,-43.396332,-50.830281,-42.245239,-38.915030,-38.847603,-58.006432,-48.157752,-45.230492,-56.344978,-42.718950,-49.946304,-41.901272,-36.209936,-35.409118,-34.691017,-43.278728,-39.374703,-37.527072,-32.733139,-31.667362,-31.529331,-32.169608,-33.537313,-36.352801,-32.479969,-30.444296,-32.623721,-51.080035,-37.239812,-36.660903,-37.702356,-37.916354,-36.955689,-37.232303,-51.022652,-38.774590,-35.276400,-37.498493,-48.247231,-37.843022,-36.536540,-35.119560,-35.850260,-36.644009,-36.271097,-36.794395,-38.467666,-37.809183,-37.379478,-37.896929,-37.694339,-37.649101,-39.572031,-50.266160,-54.193801,-41.468245,-37.702646,-37.770723,-37.284091,-38.010508,-37.196310,-47.518514,-38.398297,-38.702481,-41.802076,-40.638737,-38.870521,-39.462295,-36.364875,-38.320617,-37.657053,-36.861419,-38.523802,-44.339083,-39.723971,-39.035343,-38.345159,-37.200691,-38.563607,-39.402318,-41.474697,-39.504009,-39.091323,-40.248989,-42.405744,-38.668433,-38.491803,-37.763981,-38.991984,-47.043577,-39.741973,-49.985380,-43.991496,-60.118074,-54.767743,-41.786491,-42.869281,-39.372483,-37.381212,-44.335664,-43.379436,-39.693302,-45.931605,-50.783624,-50.427474,-44.787437,-41.799222,0,Fileset 1: TS pulse compressed wideband pings T1
72.000,-50.548874,-44.914363,-43.570280,-40.417434,-35.746429,-56.879801,-65.150443,-59.404826,-39.280719,-43.601896,-42.694019,-43.093078,-45.162289,-47.091272,-48.189771,-38.254822,-37.381376,-36.513436,-36.751745,-42.856699,-41.734830,-46.443809,-38.715151,-38.871034,-43.977075,-45.627162,-45.674009,-42.643641,-43.798284,-38.545930,-38.553657,-35.436324,-40.140712,-41.437342,-43.943857,-43.600169,-41.225113,-39.103393,-35.370313,-34.951261,-35.404411,-40.291893,-45.407217,-39.901893,-42.588886,-50.411558,-45.958578,-48.082164,-46.416693,-44.807529,-35.416991,-42.857643,-43.152344,-37.763979,-43.985643,-41.020880,-54.647010,-42.918316,-46.741615,-39.289255,-40.190140,-39.434113,-47.857128,-50.154806,-41.112280,-39.724996,-40.539338,-49.881636,-45.426726,-39.971438,-37.846494,-72.464442,-42.561150,-50.355880,-45.496976,-43.029092,-52.458466,-40.560383,-37.049185,-34.580891,-35.371754,-40.723108,-40.985808,-34.179727,-31.154033,-30.503094,-30.533232,-31.034801,-32.135672,-33.716511,-31.142766,-30.255400,-34.822574,-42.872570,-35.629308,-36.481747,-37.815009,-37.980366,-36.963624,-36.028114,-41.037748,-46.679073,-38.962766,-43.529295,-40.688000,-36.486893,-35.226575,-34.386240,-36.258136,-37.451110,-36.908093,-36.053999,-37.802612,-37.626302,-37.119150,-37.256771,-36.877435,-38.235521,-42.373218,-44.737117,-50.577035,-46.203024,-39.003765,-37.692423,-36.793707,-37.639165,-38.382588,-46.288520,-37.466461,-39.794256,-42.271064,-42.057757,-39.379532,-38.594030,-36.757105,-36.904808,-36.621939,-37.083026,-40.944599,-41.821425,-38.025417,-38.406382,-38.166758,-37.099740,-38.319427,-39.298107,-41.646148,-40.001229,-38.908277,-38.783829,-41.879877,-40.052293,-38.856391,-38.078248,-40.955635,-44.563719,-39.339387,-53.367218,-45.970452,-53.792363,-53.022293,-42.563934,-40.439936,-37.993149,-38.479546,-40.689049,-46.926609,-39.281986,-47.220055,-51.012883,-48.109108,-42.283271,-40.069057,0,Fileset 1: TS pulse compressed wideband pings T1
