Target_index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,Variable_index,Variable_name
172.500,-48.101396,-50.484301,-46.199906,-42.339324,-52.809216,-49.740369,-46.392262,-54.822745,-50.918498,-52.910130,-50.057165,-50.315127,-52.272760,-47.789046,-51.225263,-49.461109,-51.314378,-60.457550,-52.358683,-66.984832,-46.258533,-51.886612,-47.365002,-51.298384,-47.987527,-62.654833,-53.153046,-63.503524,-54.325761,-46.154933,-49.210895,-61.861530,-47.311770,-59.747979,-51.092987,-56.760804,-53.429770,-52.244192,-59.291675,-52.910673,-50.343458,-50.081789,-45.671493,-51.204234,-51.050398,-53.165119,-55.381873,-49.959504,-53.136604,-46.069197,-49.518641,-56.229487,-59.951466,-42.556971,-51.692395,-50.370582,-43.650961,-48.023579,-47.211484,-38.641805,-50.556777,-49.598478,-46.310614,-62.829195,-48.398284,-50.684420,-51.735282,-50.439390,-55.517561,-70.345063,-51.920509,-64.548085,-55.377377,-53.059958,-59.244318,-46.462985,-50.136381,-48.393255,-46.513294,-60.292961,-49.651324,-52.971447,-45.523507,-45.385945,-50.268347,-66.015235,-45.001640,-45.708507,-44.795511,-50.835704,-49.821544,-44.716218,-50.984222,-45.146147,-59.669731,0,Fileset 1: TS pulse compressed wideband pings T2
173.000,-49.881773,-50.405126,-48.020932,-41.900721,-51.445149,-49.545513,-46.534364,-56.047162,-48.765344,-51.343471,-50.746336,-50.870185,-53.817236,-49.321254,-59.163314,-48.341982,-48.635634,-59.458055,-51.453170,-60.323155,-44.625232,-53.338324,-47.203324,-55.092882,-46.716985,-60.393249,-52.994993,-64.809362,-54.357064,-47.198823,-50.362393,-59.573795,-47.154536,-57.429700,-51.394826,-55.737887,-51.559293,-51.710912,-66.482732,-51.181321,-52.019935,-50.894024,-44.884997,-49.692197,-51.983586,-55.014480,-55.883077,-49.389559,-58.029415,-46.280848,-51.558671,-56.675811,-56.081459,-43.617316,-55.042858,-48.455695,-45.144906,-47.418071,-45.888952,-38.656482,-49.486516,-50.176893,-48.541798,-63.618342,-49.759483,-50.941786,-52.108597,-51.937157,-58.042403,-67.596482,-52.100919,-78.946121,-53.318687,-53.217370,-59.243780,-46.861427,-49.068403,-47.916553,-45.768473,-54.127348,-48.196658,-51.892012,-44.731869,-46.663321,-52.709018,-67.593133,-44.338239,-46.067607,-43.744173,-52.017166,-47.933849,-45.218718,-50.689375,-44.298837,-56.805410,0,Fileset 1: TS pulse compressed wideband pings T2
173.500,-52.041580,-51.035720,-50.545853,-41.820168,-51.117674,-49.476532,-46.991896,-57.717599,-46.559361,-50.797057,-51.953718,-52.376882,-55.496848,-51.651006,-59.486228,-47.704043,-46.875964,-62.423718,-50.733264,-54.436771,-43.689510,-54.557321,-47.131705,-63.612226,-45.488251,-59.594123,-53.963017,-61.342073,-54.956393,-49.274916,-51.294703,-56.136088,-47.609722,-54.014366,-50.932504,-55.672295,-50.129410,-51.672804,-75.290111,-49.409713,-53.645794,-50.800231,-44.800516,-48.278544,-55.544346,-57.344187,-56.401008,-49.927805,-60.843168,-47.581879,-55.088793,-58.372783,-53.712641,-44.616236,-63.058915,-47.748054,-47.432564,-47.535022,-45.477594,-39.045993,-49.287850,-48.832772,-49.760728,-60.050132,-51.785053,-52.760971,-52.423942,-53.480157,-60.558892,-60.164665,-51.516954,-70.482987,-52.073825,-52.796134,-60.301209,-47.266370,-48.197652,-47.761309,-45.541438,-52.737594,-47.421066,-51.322442,-44.584751,-47.441875,-54.295885,-66.161174,-44.561946,-47.215501,-43.478992,-52.644967,-46.331613,-46.537948,-50.740034,-43.907754,-54.567875,0,Fileset 1: TS pulse compressed wideband pings T2
174.000,-54.250755,-52.485533,-53.012329,-41.850446,-51.193526,-49.450831,-47.852470,-57.905249,-44.800217,-51.154046,-53.152952,-54.285834,-56.157882,-54.407410,-54.268053,-48.030325,-45.647799,-62.128412,-49.621410,-51.280483,-43.188029,-55.910204,-46.967101,-51.660742,-44.491538,-58.177007,-55.910803,-57.525357,-55.124989,-51.559948,-51.695000,-54.686034,-48.666117,-51.886920,-51.719443,-56.415189,-49.128214,-52.190610,-64.563403,-48.344341,-55.067977,-49.964379,-45.942971,-47.645420,-59.246650,-58.038623,-55.499766,-51.396929,-54.173265,-49.253028,-61.258305,-61.604459,-51.961470,-45.532165,-64.128830,-47.563938,-50.175183,-48.743113,-45.415670,-39.676197,-49.830956,-47.721877,-48.719350,-61.354527,-53.535341,-55.752139,-52.381970,-54.115826,-60.774204,-56.401687,-50.412344,-65.038449,-51.432909,-52.255199,-62.086296,-47.580022,-47.958046,-48.124238,-46.050129,-53.124209,-47.162814,-51.283423,-45.007765,-48.124615,-54.121980,-61.684383,-45.632227,-49.671976,-44.020342,-52.320294,-45.392605,-48.670275,-51.718398,-43.806932,-52.919383,0,Fileset 1: TS pulse compressed wideband pings T2
174.500,-56.299250,-54.547414,-54.424964,-41.796015,-51.095631,-49.452930,-49.301668,-55.433865,-43.708604,-52.162861,-54.042232,-55.541583,-55.328574,-56.864024,-53.191603,-49.326058,-44.800800,-56.576584,-47.903301,-49.416955,-42.966020,-57.713356,-46.860941,-46.961352,-43.860737,-57.603703,-58.510908,-53.786471,-54.553462,-52.928221,-51.942782,-55.019727,-50.277722,-50.882513,-54.078886,-57.337246,-48.550789,-52.817188,-61.796851,-47.929415,-56.299977,-49.222693,-48.180666,-47.543860,-57.218598,-56.419849,-53.172203,-53.326096,-50.310880,-49.795953,-76.910108,-66.884161,-50.608772,-46.336436,-55.628021,-47.247728,-52.829210,-51.237594,-45.239845,-40.409295,-51.034001,-47.544018,-47.064570,-56.640406,-54.746916,-58.094089,-51.954427,-54.630493,-58.601574,-54.220919,-49.403355,-63.586648,-51.156755,-51.940576,-64.391443,-47.937092,-48.461205,-48.690660,-47.563963,-53.908241,-47.170253,-51.572188,-45.867020,-49.263271,-52.841725,-57.636572,-46.926713,-54.088069,-45.294847,-51.587933,-45.229244,-51.402504,-53.882140,-43.832854,-51.962572,0,Fileset 1: TS pulse compressed wideband pings T2
175.000,-56.681931,-56.251715,-54.588118,-41.632795,-50.829778,-49.503188,-51.845262,-52.255572,-43.273068,-53.612999,-54.747310,-55.309678,-53.891754,-57.790840,-53.963562,-51.422230,-44.354356,-53.507305,-46.243483,-48.293367,-42.986593,-60.017812,-46.980259,-44.924093,-43.646594,-57.771811,-60.653592,-50.864612,-53.684661,-53.465097,-52.133523,-55.569786,-52.417155,-50.671263,-56.630474,-57.239080,-48.380373,-52.845823,-61.129377,-47.804612,-57.180780,-48.771525,-50.260995,-47.811568,-55.658166,-54.600664,-50.733066,-55.064142,-48.201709,-48.540735,-62.265907,-72.523528,-49.709355,-46.952467,-53.157500,-46.445125,-54.653458,-55.470483,-44.847603,-41.206544,-52.908643,-48.343949,-45.467156,-51.617229,-56.198445,-57.793804,-51.356710,-55.861726,-56.150371,-52.911513,-48.709697,-64.375808,-51.176589,-51.829487,-67.121060,-48.461287,-49.664427,-48.874026,-50.340664,-54.685350,-47.293995,-51.921814,-47.005142,-51.100133,-51.297191,-55.315868,-47.697708,-54.300250,-47.245325,-50.767594,-45.771693,-52.983299,-57.423647,-43.937389,-51.854798,0,Fileset 1: TS pulse compressed wideband pings T2
175.500,-55.191645,-55.912381,-54.414512,-41.634081,-50.760127,-49.802353,-56.949638,-49.780705,-43.496959,-55.597473,-55.745713,-54.348727,-52.683468,-56.582531,-55.543403,-54.250712,-44.491852,-52.507780,-45.186363,-47.925159,-43.448247,-63.529401,-47.567814,-44.392843,-44.023818,-58.040284,-60.237411,-49.087059,-53.040288,-54.657360,-52.492997,-55.284419,-54.596334,-51.197733,-55.310882,-56.683320,-48.670523,-52.555714,-61.430462,-47.830060,-57.554032,-48.664180,-50.342123,-48.664370,-56.014061,-53.358199,-48.857122,-56.199246,-47.374652,-46.970468,-57.238961,-69.042799,-49.581793,-47.246399,-53.368637,-45.380487,-55.032336,-62.027958,-44.598018,-42.304750,-55.720104,-50.234722,-44.193883,-48.683965,-59.478711,-56.583415,-51.012628,-57.877374,-54.483310,-52.379336,-48.515707,-67.296193,-51.687487,-51.873450,-69.655545,-49.310749,-51.691863,-48.349649,-55.051510,-55.684249,-47.694111,-52.254044,-48.127829,-53.960273,-50.107845,-54.736633,-48.043428,-48.173116,-50.065980,-50.030530,-47.078143,-51.439858,-60.323357,-44.375415,-52.982406,0,Fileset 1: TS pulse compressed wideband pings T2
176.000,-53.883671,-53.814219,-54.531371,-41.792747,-50.698739,-50.274226,-63.414030,-48.019996,-43.984534,-58.055325,-56.949780,-53.520379,-51.711879,-54.222592,-56.338409,-57.299978,-45.023005,-53.161335,-44.574134,-48.213191,-44.275889,-71.961841,-48.506333,-44.628680,-44.846984,-58.729474,-58.426815,-48.114877,-52.523694,-57.547972,-53.258822,-54.739149,-54.756839,-51.972375,-52.259221,-56.913347,-49.097637,-52.264562,-61.676472,-47.794490,-57.263375,-48.602299,-49.257798,-50.079547,-57.497431,-52.524374,-47.486238,-56.594673,-47.508897,-45.913231,-55.223850,-65.771636,-50.275848,-46.711246,-55.163480,-44.220705,-53.999023,-59.340028,-44.584784,-43.707002,-59.283772,-52.712075,-43.290735,-47.162133,-68.807218,-55.233730,-50.952763,-59.311650,-53.684253,-52.429831,-48.719655,-68.095929,-52.559751,-51.790995,-70.052295,-50.235242,-54.530925,-47.043983,-62.584629,-56.630616,-48.309232,-52.316128,-48.296150,-58.251352,-49.348033,-55.549068,-48.200233,-43.903484,-53.813560,-49.262531,-48.928696,-49.044346,-56.850107,-45.214532,-55.574071,0,Fileset 1: TS pulse compressed wideband pings T2
176.500,-53.196320,-51.385884,-54.908721,-41.801962,-50.056484,-50.663769,-55.482563,-46.479628,-44.102107,-60.664631,-57.318644,-52.956304,-50.550767,-51.639605,-54.536440,-59.327819,-45.452062,-55.696260,-43.870960,-48.895473,-45.175150,-70.326823,-49.334840,-44.835742,-45.731936,-60.735286,-57.122734,-47.303543,-51.657073,-61.401390,-54.661731,-53.826078,-52.782734,-51.849649,-49.972969,-58.245286,-48.939893,-51.571549,-60.441566,-47.458019,-56.265093,-48.001065,-48.072287,-51.678270,-59.516801,-51.699386,-46.325167,-56.501170,-48.074329,-45.240020,-54.693859,-63.849972,-51.610980,-45.128011,-56.360291,-42.900569,-52.338784,-53.295779,-44.560634,-45.203764,-61.688322,-54.299950,-42.613440,-46.379773,-63.350133,-53.134313,-50.841660,-58.144570,-53.450417,-52.729874,-49.045661,-63.203080,-53.332586,-51.244126,-68.768547,-50.692595,-58.140772,-45.124920,-62.136582,-57.415067,-48.841084,-51.837546,-47.120246,-66.304071,-48.662253,-57.233279,-48.040930,-40.712265,-58.687995,-48.229962,-50.918667,-46.987204,-52.332370,-46.384902,-59.428881,0,Fileset 1: TS pulse compressed wideband pings T2
177.000,-53.255424,-49.689124,-55.784159,-42.020623,-49.224270,-51.519615,-50.962057,-45.425721,-44.170706,-63.189057,-56.579049,-53.223176,-49.534052,-49.774449,-51.664524,-58.824967,-46.032130,-63.443645,-43.347175,-50.494383,-46.655041,-60.458918,-50.114739,-45.117597,-47.095586,-64.228850,-57.324532,-46.809322,-50.765733,-58.473035,-57.916443,-52.290994,-51.003601,-50.751246,-49.083815,-61.004825,-48.110039,-50.614846,-58.114119,-47.381794,-55.263636,-47.108051,-47.438578,-53.432935,-61.668577,-51.315577,-45.883652,-56.923710,-48.893240,-45.307964,-55.921178,-63.103921,-54.040870,-43.452408,-54.052232,-41.986350,-51.371630,-49.283745,-44.946597,-47.336508,-60.546041,-54.232599,-42.711778,-46.419246,-55.577379,-50.769438,-51.011571,-55.565205,-54.217369,-53.748664,-49.959775,-59.299047,-54.217344,-50.706362,-68.030780,-50.840598,-60.260926,-43.491589,-56.423220,-59.500883,-49.699114,-51.444174,-45.872543,-71.046189,-48.248638,-60.019646,-48.283890,-38.502608,-65.306360,-47.507708,-53.327983,-45.813576,-48.993793,-48.710946,-59.708645,0,Fileset 1: TS pulse compressed wideband pings T2
177.500,-53.567250,-48.812520,-56.484979,-42.327464,-48.483686,-52.916377,-48.909858,-44.803751,-44.389140,-63.362794,-55.441007,-54.270162,-48.689967,-48.770885,-49.491056,-55.617604,-46.676601,-59.500073,-43.003371,-53.106544,-48.914855,-56.297387,-50.272134,-45.410855,-49.060457,-61.645368,-59.271590,-46.470110,-49.865445,-54.168673,-64.526253,-50.325190,-49.896205,-49.371182,-49.439966,-62.453835,-46.694861,-49.413583,-55.781070,-47.638983,-54.440553,-46.072228,-47.389769,-54.384819,-58.984683,-51.520905,-46.230400,-57.983476,-48.896984,-45.917905,-59.292462,-63.497492,-56.653781,-42.051585,-50.035461,-41.487036,-51.615336,-46.456443,-45.764251,-50.133099,-58.016486,-52.478158,-43.597432,-46.705459,-52.179367,-48.611732,-51.397228,-53.181312,-56.047924,-55.548563,-51.273708,-56.942600,-55.048009,-50.191964,-68.212394,-50.440676,-56.412296,-42.371717,-53.407554,-64.351781,-50.810981,-51.302183,-45.114173,-59.742145,-47.730978,-61.896604,-49.348176,-37.049520,-62.286988,-47.211806,-55.601045,-45.491712,-46.563277,-52.862170,-54.888139,0,Fileset 1: TS pulse compressed wideband pings T2
178.000,-53.978632,-48.590042,-56.368746,-42.503824,-47.989601,-54.582884,-48.232951,-44.534143,-45.016781,-60.789464,-54.582347,-55.537268,-48.062150,-48.515985,-48.474933,-51.889542,-47.280745,-52.085255,-42.810361,-56.380108,-52.177729,-54.322037,-49.374880,-45.780564,-51.818741,-56.838522,-63.246397,-46.134748,-48.933323,-51.718795,-69.170936,-48.481177,-49.172898,-48.347302,-50.588409,-60.221105,-45.318896,-48.241317,-53.946550,-48.103279,-53.800095,-45.129161,-47.572698,-54.233624,-54.837502,-52.488563,-47.179825,-59.120451,-47.900063,-46.661626,-66.575550,-65.398956,-56.782929,-40.925441,-46.604022,-41.212788,-53.507607,-44.373025,-47.058508,-52.922178,-55.729584,-50.047336,-45.050935,-46.654107,-50.740622,-46.956688,-51.907665,-51.555402,-58.928533,-58.040659,-52.140748,-55.760596,-55.761417,-49.608610,-69.039053,-49.490430,-53.012132,-41.683794,-51.934814,-68.258463,-51.933302,-51.329560,-44.907115,-55.121666,-46.712593,-58.680910,-50.976456,-36.152147,-56.726664,-47.261136,-57.336904,-45.925217,-44.754250,-57.727087,-51.184808,0,Fileset 1: TS pulse compressed wideband pings T2
178.500,-55.099060,-49.242018,-56.001958,-42.835348,-48.101455,-56.294997,-48.746102,-44.959805,-46.744720,-58.256404,-54.370637,-56.189393,-48.172415,-49.243927,-49.001282,-49.037767,-48.144340,-49.032029,-43.109060,-58.470730,-56.357450,-54.000153,-48.084212,-46.744607,-55.825871,-53.737524,-67.098089,-46.217915,-48.410376,-50.719706,-64.893363,-47.306812,-48.910994,-48.191658,-52.086854,-58.493772,-44.816683,-47.849546,-53.015315,-49.011258,-53.713088,-44.830957,-47.608833,-54.258346,-52.656356,-54.790421,-48.583590,-60.130704,-47.225838,-47.600578,-79.742960,-70.455762,-55.660335,-40.387806,-44.446099,-41.384473,-58.850097,-43.210311,-49.473629,-54.054292,-54.075190,-48.479303,-47.289817,-46.852368,-50.885976,-46.317747,-52.855982,-51.136219,-62.384103,-61.378421,-52.111166,-56.035179,-56.941034,-49.312484,-70.529255,-48.724541,-51.512879,-41.683359,-51.774958,-62.022435,-53.183200,-51.740292,-45.601022,-52.533657,-45.584016,-55.230641,-51.290159,-36.076547,-52.958967,-47.898563,-60.501610,-47.413252,-43.791769,-54.205997,-49.050406,0,Fileset 1: TS pulse compressed wideband pings T2
