Target_index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,Variable_index,Variable_name
46.500,-44.749939,-53.086867,-53.828643,-50.503442,-47.349545,-49.525800,-46.183071,-44.028683,-54.383057,-48.653654,-49.872944,-47.565461,-53.690038,-53.668791,-49.269637,-46.185936,-45.581804,-47.190290,-47.496705,-48.990689,-56.545528,-48.552857,-53.434546,-53.748283,-54.721603,-52.106446,-52.622107,-51.455258,-57.695668,-51.824861,-52.310987,-57.694534,-53.340387,-55.317311,-52.277420,-55.792893,-53.515773,-51.454561,-51.470105,-48.918700,-48.220270,-46.438452,-52.558914,-53.581429,-50.254111,-55.051013,-48.702709,-48.544009,-46.506552,-47.218947,-47.624647,-48.041223,-46.679886,-48.897495,-51.652545,-58.884883,-48.882995,-46.398375,-45.012549,-54.600351,-37.692665,-50.988803,-51.934765,-45.097412,-45.646929,-41.616266,-47.895901,-47.543036,-47.312330,-48.024024,-51.119968,-51.018660,-47.372190,-49.329358,-51.392323,-48.983114,-48.333027,-48.774051,-50.203938,-49.239222,-50.831078,-50.585202,-53.365656,-50.391866,-51.055240,-46.668497,-58.626285,-45.661275,-47.036433,-48.371543,-50.685830,-45.944959,-47.474286,-47.713259,-46.872388,0,Fileset 1: TS pulse compressed wideband pings T1
47.000,-44.662682,-52.186951,-54.125879,-49.678095,-47.174627,-50.368982,-45.961586,-43.587219,-54.440257,-48.375214,-49.702683,-47.102517,-52.367245,-53.872021,-49.172805,-46.057502,-45.417367,-47.121761,-47.011584,-48.581483,-58.064275,-48.249823,-53.292190,-54.670600,-54.201487,-52.071246,-52.364498,-51.263447,-56.893502,-51.790591,-52.153019,-56.875034,-52.917607,-54.760567,-52.136031,-55.381723,-53.103146,-51.396700,-50.190351,-48.782528,-48.320373,-46.268345,-51.492930,-53.353664,-50.915568,-55.946558,-49.331721,-48.470772,-46.912205,-46.923843,-47.972925,-48.234247,-47.117558,-48.638019,-53.568516,-56.127855,-48.535313,-46.256714,-44.524830,-51.862142,-37.325077,-49.758122,-48.033405,-43.275628,-46.235299,-41.160027,-47.764913,-47.655541,-47.479893,-47.733869,-51.663424,-49.473828,-47.295481,-49.117641,-50.585653,-48.547169,-48.568874,-48.939253,-49.844234,-49.629390,-49.863058,-51.376560,-52.278886,-49.594920,-51.428204,-46.375572,-57.440519,-45.785875,-46.974835,-48.182133,-49.928968,-45.547869,-48.127825,-48.469243,-46.775608,0,Fileset 1: TS pulse compressed wideband pings T1
47.500,-44.591374,-51.012269,-53.620129,-48.528183,-47.028535,-50.683844,-45.737723,-43.378644,-54.790151,-48.279866,-49.695727,-46.698413,-50.869576,-54.199344,-48.967078,-45.948872,-45.252377,-46.828183,-46.813903,-48.099881,-59.875668,-48.246231,-52.671781,-55.678133,-53.010404,-52.120642,-52.361817,-51.324322,-55.785239,-51.781886,-51.929366,-55.577252,-52.638555,-54.239324,-51.855469,-54.597388,-52.502726,-51.137461,-48.783609,-48.944879,-48.215367,-46.115269,-50.479073,-52.694168,-51.259935,-56.924996,-49.849420,-48.258231,-47.498869,-46.893312,-48.524567,-48.038629,-47.502571,-48.203135,-56.242467,-54.310092,-48.085549,-46.098097,-43.941492,-48.982964,-36.983812,-48.833083,-45.150021,-41.801609,-46.093818,-40.866555,-47.571107,-47.578207,-47.892856,-47.455724,-52.010926,-48.722320,-47.209736,-48.616929,-49.389909,-48.221145,-48.779475,-48.981879,-49.013953,-50.425210,-48.731215,-52.144485,-50.996616,-48.754636,-51.650145,-46.001250,-56.110199,-45.940926,-46.654745,-48.072060,-48.937786,-45.128136,-48.359803,-48.749399,-46.655878,0,Fileset 1: TS pulse compressed wideband pings T1
48.000,-44.811039,-50.110992,-52.867505,-47.518542,-47.039408,-50.495009,-45.833019,-43.514565,-55.580814,-48.632503,-50.094382,-46.602086,-49.898111,-54.870066,-48.958747,-46.131615,-45.404157,-46.684142,-47.148073,-47.887067,-60.934464,-48.770653,-52.170477,-56.721477,-51.931214,-52.532609,-52.803323,-51.953325,-54.983361,-52.084208,-52.118149,-54.433622,-52.794342,-54.059788,-51.814821,-53.969522,-52.061394,-51.335986,-47.943134,-49.700482,-48.211633,-46.288847,-50.084761,-52.375198,-51.119339,-57.737366,-50.320111,-48.162424,-48.338995,-47.461235,-49.315821,-47.924941,-47.943661,-48.110090,-59.490187,-53.607459,-47.918865,-46.153953,-43.536180,-46.719972,-36.933701,-48.659402,-43.202634,-40.811712,-45.127920,-40.916404,-47.615386,-47.496856,-48.785477,-47.539355,-52.228786,-48.864370,-47.318634,-48.142300,-48.394403,-48.291049,-49.097171,-49.018198,-48.127503,-51.645038,-47.907187,-52.885444,-50.125304,-48.378081,-52.079822,-45.899224,-54.896292,-46.318351,-46.454860,-48.249386,-48.198698,-45.029877,-48.353827,-48.791232,-46.824996,0,Fileset 1: TS pulse compressed wideband pings T1
48.500,-45.110441,-49.450681,-52.075768,-46.647589,-46.848541,-49.850982,-46.046863,-43.669583,-56.321548,-49.159022,-50.641734,-46.528521,-49.449575,-55.639900,-48.998884,-46.439438,-45.678868,-46.565207,-47.756774,-47.755520,-61.204360,-49.461906,-51.797125,-57.389460,-51.115055,-53.111640,-53.424314,-52.919844,-54.499254,-52.557566,-52.659113,-53.558312,-53.154737,-54.070478,-51.868916,-53.439945,-51.723176,-51.986918,-47.640949,-50.654098,-48.181415,-46.543707,-50.189027,-52.445627,-50.380117,-57.776557,-50.451804,-47.991846,-48.965007,-48.348331,-49.781132,-47.930163,-48.154983,-48.295884,-61.426781,-53.547481,-47.909527,-46.146933,-43.148229,-45.018605,-36.975434,-49.017522,-41.745391,-40.091545,-43.538198,-41.120025,-47.750984,-47.240508,-49.747050,-47.782160,-52.092135,-49.652522,-47.374596,-47.576890,-47.605826,-48.471194,-49.142965,-48.713903,-47.209574,-52.381824,-47.339536,-52.878710,-49.630555,-48.415797,-52.571842,-45.940828,-53.793244,-46.755800,-46.308666,-48.415417,-47.647935,-45.131894,-48.102571,-48.564078,-47.091468,0,Fileset 1: TS pulse compressed wideband pings T1
49.000,-45.414306,-48.982264,-51.325804,-45.922186,-46.379856,-49.146435,-46.254184,-43.735519,-56.865348,-49.680639,-51.249189,-46.318584,-49.503871,-56.467558,-49.105605,-46.873979,-46.004927,-46.488601,-48.506358,-47.630022,-61.974567,-50.114268,-51.559159,-57.577241,-50.564599,-53.897786,-54.150741,-54.078986,-54.337785,-53.249624,-53.540046,-52.957184,-53.655144,-54.272801,-52.001976,-52.992901,-51.499068,-53.012934,-47.854663,-51.440795,-48.159811,-46.758213,-50.715208,-52.858597,-49.481055,-57.108422,-50.257292,-47.733759,-49.216586,-49.325074,-49.756316,-48.151643,-48.154747,-48.742055,-61.459270,-53.610890,-48.048621,-45.978533,-42.801936,-43.725471,-37.070664,-49.943858,-40.591491,-39.647811,-41.813441,-41.475684,-47.993811,-46.883234,-50.367710,-48.092400,-51.748068,-51.070843,-47.343300,-46.957190,-47.014169,-48.582044,-48.710288,-47.998648,-46.389477,-51.992531,-47.049157,-52.023001,-49.512190,-48.881488,-53.075684,-46.100365,-52.933375,-47.255742,-46.279883,-48.498421,-47.251981,-45.415947,-47.826127,-48.261900,-47.421554,0,Fileset 1: TS pulse compressed wideband pings T1
49.500,-45.755481,-48.694672,-50.620229,-45.401935,-45.838922,-48.765791,-46.375867,-43.767314,-57.305057,-50.080006,-51.947863,-46.014996,-50.016825,-57.594026,-49.404642,-47.496750,-46.427077,-46.632893,-49.340681,-47.533483,-63.148340,-50.728733,-51.562633,-57.283393,-50.258779,-55.122508,-55.030935,-55.427806,-54.507806,-54.328821,-54.765366,-52.614337,-54.434958,-54.815451,-52.385142,-52.707788,-51.386319,-54.132967,-48.608367,-51.912720,-48.320349,-46.984502,-51.624199,-53.611171,-48.903434,-56.314714,-49.988835,-47.549535,-49.316529,-50.184259,-49.572522,-48.698018,-48.183187,-49.495084,-60.822369,-53.294218,-48.469549,-45.778236,-42.670504,-42.766147,-37.347361,-51.923298,-39.773743,-39.626404,-40.319644,-42.112439,-48.497695,-46.632102,-50.420445,-48.529068,-51.588347,-53.281469,-47.401343,-46.445899,-46.681131,-48.551493,-47.850110,-47.048633,-45.816469,-50.814156,-47.130950,-50.904845,-49.832634,-49.800832,-53.656199,-46.421267,-52.430990,-47.899151,-46.503205,-48.646726,-47.068695,-45.968778,-47.799978,-48.165346,-47.952024,0,Fileset 1: TS pulse compressed wideband pings T1
50.000,-45.993507,-48.442940,-49.773101,-44.962369,-45.311768,-48.828792,-46.245998,-43.751410,-57.225138,-50.075296,-52.574877,-45.614181,-50.586912,-59.426434,-49.872780,-48.166346,-46.817902,-46.992185,-49.971605,-47.321609,-62.490487,-51.223390,-51.746443,-56.316213,-49.952205,-56.773470,-55.911105,-56.852650,-54.768300,-55.756241,-56.034921,-52.251564,-55.472953,-55.617065,-53.059069,-52.519004,-51.126530,-54.622939,-49.600453,-51.997886,-48.637323,-47.146573,-52.489511,-54.508878,-48.754376,-55.725621,-49.711432,-47.432876,-49.410834,-50.503309,-49.474592,-49.358796,-48.325574,-50.356023,-59.654494,-52.291918,-49.107879,-45.572052,-42.724855,-41.911101,-37.767646,-56.303111,-39.283693,-40.036948,-39.119915,-42.879153,-49.254873,-46.532482,-49.880947,-49.007294,-51.751210,-56.258737,-47.607911,-46.003377,-46.459013,-48.159286,-46.680392,-46.008195,-45.467445,-49.395857,-47.415714,-49.881781,-50.393552,-50.733182,-54.251258,-46.760618,-52.133264,-48.549753,-46.963484,-48.973905,-46.956510,-46.672964,-48.046205,-48.356213,-48.647513,0,Fileset 1: TS pulse compressed wideband pings T1
50.500,-46.236566,-48.372684,-48.921673,-44.742113,-45.064138,-49.649894,-46.092222,-43.944506,-56.299283,-49.747993,-53.107551,-45.434724,-50.751783,-62.913908,-50.634283,-48.903839,-47.295529,-47.722482,-50.390698,-47.106776,-59.996254,-51.735690,-52.298223,-54.976480,-49.658797,-58.681166,-56.782586,-58.685724,-55.046909,-57.519335,-57.323111,-51.874021,-56.940213,-56.734250,-54.333571,-52.619270,-50.709239,-54.357213,-50.387129,-52.052802,-49.262172,-47.454615,-52.837564,-55.549763,-49.213484,-55.679031,-49.643103,-47.588690,-49.783231,-50.363488,-49.836744,-50.003441,-48.818927,-51.210974,-57.994112,-51.180508,-50.074167,-45.643225,-43.128360,-41.230661,-38.511256,-75.876369,-39.413205,-41.122415,-38.472892,-43.737070,-50.457500,-46.815743,-49.240901,-49.683489,-52.307368,-59.796148,-48.247628,-45.780559,-46.436440,-47.501257,-45.620726,-45.237243,-45.493362,-48.264591,-47.787833,-49.320871,-50.913349,-50.946412,-55.113996,-47.186307,-52.050597,-49.319596,-47.853363,-49.786809,-47.021350,-47.613941,-48.776208,-49.162166,-49.621442,0,Fileset 1: TS pulse compressed wideband pings T1
51.000,-46.360008,-48.385697,-48.038641,-44.618818,-44.962890,-51.158107,-45.973595,-44.290404,-54.855867,-49.086822,-53.183492,-45.501449,-50.060103,-68.762240,-51.373088,-49.440377,-47.730146,-48.530539,-50.487568,-46.789861,-57.253486,-52.032332,-53.060094,-53.512078,-49.225522,-59.681986,-57.251100,-61.216465,-55.071311,-58.932598,-58.740742,-51.368135,-58.571223,-57.821619,-56.242008,-52.915586,-49.998633,-53.773793,-50.211244,-52.077555,-49.977718,-47.869069,-52.170370,-56.323995,-49.967816,-55.992330,-49.629290,-47.883531,-50.247886,-49.998528,-50.597525,-50.265346,-49.464190,-51.585843,-55.967745,-50.349282,-51.073457,-45.936683,-43.733573,-40.594103,-39.415589,-54.962174,-40.169805,-42.856140,-38.297494,-44.295474,-51.915438,-47.351416,-48.638912,-50.369456,-52.665025,-61.898340,-49.231047,-45.582648,-46.408750,-46.554841,-44.725111,-44.713520,-45.653422,-47.424011,-47.695916,-49.163674,-50.523376,-49.839750,-56.138402,-47.492115,-51.911124,-50.115170,-49.018303,-50.901622,-47.107085,-48.542579,-49.945077,-50.665671,-50.516723,0,Fileset 1: TS pulse compressed wideband pings T1
51.500,-46.507568,-48.594095,-47.363897,-44.676780,-44.989660,-53.197764,-46.161461,-44.907012,-53.743605,-48.383784,-52.804416,-45.969674,-49.134771,-68.786182,-51.901561,-49.835096,-48.250035,-49.170379,-50.473759,-46.560893,-54.954595,-52.091460,-54.036533,-52.345894,-48.877643,-59.020318,-57.170184,-65.019764,-55.019540,-59.353460,-61.160966,-50.988581,-60.026143,-58.745063,-59.061828,-53.506550,-49.265441,-53.587675,-49.515400,-52.058308,-50.699453,-48.543803,-51.085349,-56.783811,-50.751104,-56.545960,-49.689809,-48.338373,-50.727447,-49.908345,-51.719676,-50.317487,-50.146974,-51.569109,-54.215202,-50.132432,-51.934298,-46.528189,-44.605071,-40.127190,-40.494523,-48.328559,-41.764903,-45.559092,-38.681803,-44.545330,-53.546793,-48.165570,-48.244834,-51.003114,-52.571435,-61.013370,-50.569966,-45.418720,-46.400064,-45.639508,-44.161322,-44.540563,-45.835379,-46.966672,-47.028783,-49.424866,-49.229355,-48.284943,-57.106941,-47.774716,-51.778528,-51.173417,-50.454755,-52.102813,-47.311530,-49.397261,-51.798282,-53.228524,-51.076226,0,Fileset 1: TS pulse compressed wideband pings T1
52.000,-46.622633,-48.847712,-46.876140,-44.758437,-44.914612,-54.666082,-46.634980,-45.664263,-53.120416,-47.670697,-51.982698,-46.683656,-48.495252,-63.823000,-51.909778,-50.044142,-48.784118,-49.280494,-50.311825,-46.399720,-53.202774,-51.832314,-55.067602,-51.479542,-48.657160,-57.232742,-56.453132,-67.781043,-54.953184,-58.509382,-66.120261,-50.755747,-60.427009,-59.235992,-63.017785,-54.246403,-48.589812,-53.919697,-48.958548,-51.746542,-51.104543,-49.356308,-50.108050,-57.063377,-51.155763,-56.963698,-49.602487,-48.738879,-51.031352,-50.140352,-52.787484,-50.337957,-50.554868,-51.395826,-53.019365,-50.405807,-52.296604,-47.191291,-45.608050,-39.737860,-41.530394,-44.597340,-44.171292,-49.684214,-39.459916,-44.482417,-54.920561,-49.013601,-47.896761,-51.261604,-52.171964,-58.521552,-51.935176,-45.133214,-46.252484,-44.818718,-43.811760,-44.547231,-45.724446,-46.703428,-45.931760,-49.709476,-47.629794,-46.884089,-57.341657,-47.997052,-51.620360,-52.556318,-51.885416,-52.884642,-47.536952,-49.994998,-54.468144,-57.196898,-51.073447,0,Fileset 1: TS pulse compressed wideband pings T1
52.500,-46.710704,-48.994924,-46.550158,-44.786223,-44.690957,-54.329944,-47.357079,-46.476922,-52.946821,-47.003980,-50.892844,-47.500886,-48.378755,-60.978361,-51.361762,-50.100412,-49.335966,-48.967665,-50.001744,-46.301871,-52.036991,-51.397020,-56.258364,-50.859533,-48.629703,-55.268412,-55.369682,-64.037814,-54.924909,-56.912234,-80.342633,-50.714931,-59.446294,-59.194138,-69.020019,-55.054157,-48.036354,-54.665711,-48.896999,-51.232495,-51.030385,-50.211413,-49.482275,-57.483250,-51.221846,-57.087378,-49.260260,-49.007404,-51.249812,-50.627573,-53.498162,-50.532637,-50.637519,-51.316698,-52.435218,-50.995956,-52.069697,-47.754717,-46.687942,-39.409796,-42.418659,-42.152998,-47.212638,-56.637619,-40.554461,-44.282792,-55.555523,-49.658455,-47.522761,-51.017494,-51.848972,-55.650823,-52.987287,-44.739190,-45.964369,-44.131012,-43.582083,-44.575112,-45.196714,-46.474711,-44.756265,-49.551192,-46.185005,-45.800606,-56.689568,-48.209232,-51.514254,-54.367928,-53.048305,-53.004666,-47.796950,-50.408956,-58.407942,-63.295546,-50.735779,0,Fileset 1: TS pulse compressed wideband pings T1
