Target_index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,Variable_index,Variable_name
91.500,-49.309812,-47.097665,-49.849460,-41.720210,-47.790525,-46.012738,-43.356968,-49.554404,-55.393016,-58.358264,-51.255545,-49.993704,-50.711895,-43.965463,-58.469492,-42.174037,-58.019133,-48.710101,-47.909157,-53.384064,-39.857915,-46.586510,-46.585214,-50.103461,-50.935593,-47.891302,-50.063961,-54.444485,-55.387825,-53.300485,-53.910739,-62.712742,-61.158762,-53.026564,-51.389997,-51.256601,-48.066239,-52.776682,-52.472699,-47.158987,-46.517749,-38.669311,-50.892228,-45.473426,-46.279946,-54.327036,-51.993582,-54.304337,-49.156326,-57.838667,-44.833626,-43.917895,-65.724996,-45.805318,-50.045162,-48.462235,-48.476283,-56.444218,-42.250979,-43.405307,-40.129861,-38.211763,-41.835847,-37.510099,-36.119996,-37.872993,-57.060518,-57.135722,-43.758498,-58.283607,-64.112106,-46.428542,-56.106354,-42.941299,-56.416989,-42.217249,-44.443839,-46.392369,-44.821746,-59.733937,-50.440637,-50.329310,-54.911802,-51.720726,-46.165965,-47.479006,-46.998598,-38.265412,-44.065765,-53.059328,-44.185817,-40.756777,-37.805335,-38.100808,-43.135514,0,Fileset 1: TS pulse compressed wideband pings T3
92.000,-48.940713,-45.877295,-50.441216,-41.226635,-47.018381,-46.940517,-43.521511,-50.150936,-52.431680,-53.584457,-52.501944,-50.943319,-52.803287,-43.413682,-56.171849,-41.109807,-53.330956,-47.368030,-50.354914,-52.167734,-39.466454,-45.425103,-46.151962,-50.171733,-49.195097,-47.444546,-48.021242,-53.937084,-54.676960,-52.030142,-52.554927,-61.037597,-62.214775,-54.428928,-51.276796,-52.756542,-47.881167,-52.110935,-48.901920,-45.051787,-47.628279,-38.925384,-51.724585,-46.256235,-47.502649,-52.301100,-53.477199,-55.043793,-49.973695,-59.313091,-43.163693,-42.789308,-66.089069,-46.759674,-48.329877,-48.646319,-47.944594,-54.424616,-42.909393,-43.102386,-40.023762,-37.946328,-43.130218,-37.988913,-35.605283,-38.636501,-52.546539,-58.819846,-43.803266,-57.207471,-58.943594,-45.269146,-55.689203,-42.119994,-53.773046,-42.320638,-45.409505,-45.053833,-44.656254,-58.497475,-52.250850,-49.327482,-58.224378,-54.876275,-45.335941,-46.578900,-47.678017,-38.559445,-43.902623,-52.539495,-44.642989,-40.510668,-37.522323,-37.901017,-44.130554,0,Fileset 1: TS pulse compressed wideband pings T3
92.500,-49.465880,-45.338411,-49.341838,-41.175099,-46.713829,-47.824579,-44.100401,-50.669110,-50.162945,-50.255605,-53.187647,-53.293740,-55.329548,-43.186482,-55.261650,-40.444117,-51.800566,-46.851240,-52.179319,-51.038426,-39.612509,-44.878303,-46.920901,-50.237868,-47.820207,-47.403184,-46.940399,-54.801516,-54.697285,-51.471410,-51.534775,-58.986284,-61.340038,-56.944599,-51.065875,-54.002171,-48.367489,-49.149275,-46.991216,-43.912049,-49.869817,-39.460869,-50.486909,-47.749348,-47.405059,-51.708057,-52.257715,-54.628958,-50.019263,-63.354971,-42.284761,-42.404263,-62.136257,-48.684653,-47.143727,-49.384273,-48.111760,-51.525566,-43.818177,-42.671869,-40.540930,-38.000485,-44.729026,-38.808148,-35.723317,-39.654928,-49.836547,-57.098784,-44.440926,-54.796623,-54.283889,-44.894109,-54.644215,-41.414762,-49.758572,-43.064283,-46.408015,-44.223657,-45.132725,-55.932762,-55.397693,-48.375162,-65.542127,-57.423805,-44.334730,-46.062909,-48.458070,-39.158752,-44.419454,-51.894356,-45.887564,-40.735763,-37.447940,-38.015371,-46.042165,0,Fileset 1: TS pulse compressed wideband pings T3
93.000,-50.758967,-45.350111,-47.421938,-41.392910,-46.748971,-48.359624,-44.821446,-50.979036,-48.877397,-47.828753,-51.912200,-57.452340,-57.333974,-43.155075,-55.482118,-40.243970,-52.386953,-46.770275,-50.296863,-50.625460,-40.318282,-44.140608,-48.500688,-50.886203,-47.209283,-47.514968,-46.825143,-57.186957,-55.550426,-51.447386,-50.653060,-56.842138,-60.852847,-59.260934,-52.201177,-54.368374,-49.389619,-46.624505,-46.415013,-43.613102,-53.516938,-40.019284,-49.001550,-49.221494,-45.648960,-52.060835,-50.192507,-54.160602,-48.156462,-60.209187,-42.245628,-42.618705,-59.204842,-50.720561,-46.413355,-50.725691,-48.744801,-48.802857,-44.599555,-42.281210,-41.574912,-38.181759,-46.258438,-39.540270,-36.443461,-41.034184,-48.220774,-54.723736,-45.691380,-52.018306,-51.257873,-44.799953,-52.847150,-40.899565,-46.845745,-44.136931,-46.813785,-43.978791,-46.257206,-53.698575,-59.906775,-47.692459,-70.546808,-54.779135,-43.380901,-46.225373,-48.895429,-39.802083,-45.594705,-51.665835,-47.391437,-41.331930,-37.541325,-38.356647,-49.174653,0,Fileset 1: TS pulse compressed wideband pings T3
93.500,-52.616124,-45.923932,-45.809956,-41.872848,-47.105113,-48.614945,-45.303848,-50.999581,-48.438788,-46.396106,-49.662132,-64.112353,-58.049960,-43.135236,-56.299419,-40.464932,-55.635811,-46.688562,-47.570968,-50.930544,-41.679936,-43.208987,-49.942099,-52.666711,-47.479620,-47.610765,-47.517080,-60.755277,-56.913176,-51.525998,-49.953464,-55.235098,-61.004227,-57.652176,-55.341331,-53.571082,-50.707446,-45.264747,-46.935632,-44.068802,-58.533261,-40.642950,-48.541486,-50.054487,-44.137018,-52.353661,-49.063803,-54.390801,-46.236522,-54.324127,-43.057849,-43.295742,-56.210962,-51.664242,-45.936919,-52.837053,-49.459886,-46.979207,-45.344250,-42.073180,-43.055030,-38.602115,-45.346226,-39.801310,-37.794108,-43.056354,-47.498991,-53.440724,-47.519387,-49.917654,-49.704559,-45.022095,-51.066054,-40.708096,-45.091849,-45.084852,-46.576530,-44.219812,-47.790648,-51.907619,-63.781949,-47.657709,-60.992712,-51.047545,-42.679659,-47.159976,-48.824563,-40.324898,-47.414290,-52.402578,-48.265473,-42.304852,-37.869614,-38.945997,-54.443543,0,Fileset 1: TS pulse compressed wideband pings T3
94.000,-54.609458,-46.943150,-44.676349,-42.374272,-47.497182,-48.732330,-45.317257,-50.719551,-48.446285,-45.841447,-47.813785,-68.739027,-57.598773,-42.939601,-56.204127,-40.899142,-64.290369,-46.100902,-45.648328,-51.604626,-43.502160,-42.394213,-49.951220,-55.847818,-48.299735,-47.522736,-48.518328,-61.552370,-57.531572,-51.082138,-49.358178,-54.287864,-59.782808,-54.496892,-60.251858,-52.053209,-51.727919,-44.793809,-48.179767,-44.675795,-60.503084,-41.203747,-49.113126,-50.375084,-43.393538,-51.448874,-48.853320,-54.406325,-45.027582,-50.500900,-44.237562,-43.940614,-53.309330,-51.847532,-45.482830,-55.768164,-49.507952,-45.905314,-46.081654,-41.722858,-44.552175,-39.390806,-42.468728,-39.468665,-39.570659,-45.712541,-47.451934,-52.422107,-49.628552,-48.467198,-49.123366,-45.716652,-49.629871,-40.644482,-43.975733,-45.318933,-46.140337,-44.731058,-49.292042,-50.506570,-62.649324,-48.087201,-57.023561,-48.427515,-42.115399,-48.697289,-48.353197,-40.496260,-49.714348,-53.964366,-48.046884,-43.279799,-38.248132,-39.567929,-62.610935,0,Fileset 1: TS pulse compressed wideband pings T3
94.500,-56.374457,-48.076884,-43.600040,-42.530737,-47.513013,-48.633589,-44.704397,-50.135387,-48.091497,-45.644538,-46.337111,-65.474606,-56.163438,-42.248764,-53.794655,-41.046603,-59.456451,-44.821435,-44.213565,-52.283134,-45.432502,-41.577263,-48.673531,-61.023471,-48.828518,-46.987723,-48.869457,-58.492885,-55.985929,-49.675094,-48.477251,-53.577962,-56.321977,-51.621717,-60.215239,-50.369265,-51.750074,-44.584178,-49.586724,-44.429392,-56.746397,-41.487738,-50.267716,-50.562075,-42.938164,-49.501112,-48.928328,-52.976669,-44.192230,-47.550343,-44.785489,-43.933590,-50.587485,-52.102543,-44.725066,-59.177402,-48.274791,-45.028296,-46.653574,-40.775677,-45.197344,-40.489282,-39.641068,-38.660169,-41.297535,-48.714956,-47.575002,-50.257435,-51.348018,-47.140211,-48.843317,-46.573755,-48.229921,-40.256033,-42.784434,-44.405036,-45.551244,-45.071425,-50.130041,-49.185668,-59.465606,-48.451141,-53.969138,-46.423290,-41.265683,-50.340649,-47.435697,-40.017760,-51.867201,-54.861498,-47.162785,-43.733159,-38.288770,-39.818748,-58.897317,0,Fileset 1: TS pulse compressed wideband pings T3
95.000,-58.128790,-49.677306,-42.880735,-42.869212,-47.563581,-49.023697,-44.135924,-49.950012,-47.281675,-46.027924,-45.614000,-63.279321,-54.445308,-41.594997,-50.670848,-41.195843,-52.380257,-43.652192,-43.593789,-53.762168,-48.004244,-41.154522,-47.689154,-72.408422,-48.914993,-46.694498,-48.517367,-55.843969,-53.544296,-48.131884,-47.745826,-53.527486,-52.785474,-49.503826,-56.243183,-49.397098,-51.346677,-44.666042,-51.110589,-43.317985,-52.890116,-42.124728,-52.483103,-51.822461,-43.024490,-47.982404,-49.469750,-50.855416,-44.084831,-45.488148,-44.439882,-43.670556,-48.587044,-53.592868,-44.194152,-62.021592,-46.633944,-44.695234,-47.590133,-39.708658,-44.965577,-42.865217,-37.672184,-38.350233,-43.483613,-52.668365,-48.073943,-47.392360,-52.760919,-46.336814,-49.085175,-47.734422,-47.303361,-40.000223,-41.851240,-43.096950,-45.397353,-45.620616,-50.569272,-48.311644,-56.858193,-49.083356,-51.436706,-45.207025,-40.640877,-52.159223,-46.764350,-39.577383,-53.628722,-53.319937,-46.774702,-44.079768,-38.389181,-40.085315,-54.358964,0,Fileset 1: TS pulse compressed wideband pings T3
95.500,-58.121822,-51.407163,-42.598873,-43.612905,-47.665040,-50.358853,-44.040630,-50.371322,-46.061086,-46.727634,-45.764755,-60.794808,-52.856274,-41.384233,-48.156504,-41.512747,-49.347946,-42.943509,-43.837166,-57.260045,-51.172601,-41.158851,-47.708543,-64.957630,-48.383048,-47.115779,-47.761257,-54.145483,-51.488412,-47.077626,-47.280160,-54.030830,-50.169836,-48.117984,-54.336429,-49.426526,-51.153659,-44.632195,-51.050886,-41.751379,-49.783325,-43.429965,-55.953555,-55.304553,-43.335450,-47.559363,-50.223222,-48.910145,-44.658885,-44.285924,-43.569217,-43.459338,-47.512454,-56.192247,-44.148266,-60.810129,-45.307463,-44.807391,-48.981981,-38.748155,-44.052429,-47.988213,-36.596007,-39.121866,-46.541545,-56.540511,-48.450115,-44.784852,-53.861885,-46.266084,-49.543746,-48.391622,-46.994278,-40.071994,-41.305979,-41.921665,-46.050794,-46.644365,-50.694437,-48.008875,-55.251269,-50.263608,-49.579718,-44.789183,-40.502712,-53.387231,-46.725523,-39.581782,-54.286643,-50.343380,-47.380281,-44.521823,-38.652403,-40.448630,-52.781039,0,Fileset 1: TS pulse compressed wideband pings T3
96.000,-55.634060,-51.746284,-42.578711,-44.653391,-47.474616,-52.823457,-44.449777,-50.906023,-44.593639,-46.653967,-46.480424,-56.951857,-51.482126,-41.583282,-46.420166,-41.832339,-48.451417,-42.662601,-44.620607,-65.414934,-52.277606,-41.408813,-48.793430,-60.221359,-47.363083,-48.233229,-46.942550,-52.859674,-49.973721,-46.595961,-46.814433,-54.176071,-48.490334,-47.139426,-54.045381,-50.249802,-51.453062,-43.847235,-48.815475,-40.273630,-47.303480,-45.557160,-60.513328,-63.368547,-42.904722,-48.242854,-50.493948,-47.458821,-45.243832,-43.673654,-42.986522,-43.445568,-47.210558,-54.549334,-44.319436,-57.810754,-44.496104,-44.464364,-50.700995,-37.941217,-42.865511,-61.004193,-36.044043,-40.993691,-50.739416,-56.753909,-47.661695,-42.739571,-54.595576,-46.822750,-49.045817,-47.295469,-47.024036,-40.343667,-41.023107,-40.914118,-47.555420,-47.970378,-50.201302,-48.082344,-54.488581,-52.299916,-48.383318,-45.007371,-40.645868,-53.375777,-47.243159,-39.994511,-53.024584,-47.684910,-49.102946,-45.109309,-38.921244,-40.707824,-53.194096,0,Fileset 1: TS pulse compressed wideband pings T3
96.500,-53.262576,-50.454562,-42.989259,-45.973465,-46.991770,-56.774054,-45.749862,-51.336013,-43.529465,-45.584142,-47.552006,-53.514287,-50.655375,-42.370411,-45.683802,-42.395874,-49.477339,-42.864694,-45.421454,-59.767412,-49.751399,-42.160446,-51.098198,-58.267548,-46.578066,-49.836201,-46.594678,-52.137793,-49.175174,-46.979526,-46.586548,-53.737703,-47.948053,-46.676992,-54.441450,-51.554743,-52.675063,-42.869290,-46.880723,-39.442345,-45.656919,-48.931447,-63.685145,-64.451073,-41.952163,-50.240362,-50.433699,-46.842289,-45.288693,-43.573414,-43.448716,-43.985152,-47.632033,-50.466907,-44.706993,-55.554391,-44.539883,-43.217956,-53.021832,-37.520412,-42.072252,-51.086254,-36.131292,-44.118203,-56.648538,-54.705258,-46.251146,-41.621792,-54.655313,-48.102914,-47.568548,-45.438619,-47.359048,-40.989059,-41.234121,-40.374786,-50.392032,-49.623619,-49.355686,-48.690088,-54.406975,-55.695835,-48.001449,-46.085484,-41.147131,-53.499615,-48.517007,-41.074971,-50.669753,-46.036499,-52.460171,-46.103209,-39.334752,-40.977053,-55.810856,0,Fileset 1: TS pulse compressed wideband pings T3
97.000,-51.532888,-48.699097,-43.598366,-46.921470,-46.168831,-58.700195,-47.941511,-51.233493,-42.942458,-44.097158,-47.877726,-51.016478,-50.148293,-43.375093,-45.693279,-43.109283,-52.069709,-43.088224,-45.147001,-53.447001,-46.916191,-43.374720,-53.519234,-56.663370,-45.984948,-50.055405,-46.446242,-51.906532,-48.778174,-47.938300,-46.490014,-53.029275,-48.167775,-46.442786,-54.257222,-52.379269,-54.677946,-42.194243,-45.834086,-39.139394,-44.613137,-53.701903,-58.979551,-58.371352,-41.022028,-52.458848,-50.312053,-46.818386,-44.744343,-43.441217,-44.978635,-44.936240,-47.938115,-47.755541,-44.939098,-54.162771,-45.153701,-41.426915,-56.025307,-37.241845,-41.528957,-46.007644,-36.704712,-47.871256,-57.387543,-51.923004,-44.880447,-41.231151,-52.695659,-49.283960,-45.937424,-43.833128,-47.430570,-41.679767,-41.635221,-40.098422,-54.902183,-51.135665,-48.202339,-49.606171,-54.436438,-58.460290,-48.108238,-47.947526,-41.557938,-54.599111,-50.086696,-42.576743,-48.299871,-45.181927,-57.254010,-47.204976,-39.692490,-41.090053,-60.912696,0,Fileset 1: TS pulse compressed wideband pings T3
97.500,-50.103677,-47.106957,-44.239403,-47.058554,-45.224971,-55.076186,-51.193718,-50.436035,-42.779249,-42.799527,-46.896734,-49.296731,-49.650868,-44.137801,-46.217994,-43.958066,-54.206093,-43.099980,-43.881215,-50.162770,-44.710034,-45.084305,-54.445153,-54.866594,-45.407676,-48.276837,-46.102599,-52.270268,-48.612997,-48.977901,-46.545173,-52.538843,-48.791571,-46.350806,-53.758693,-52.710824,-57.268167,-42.019610,-45.475576,-39.204674,-43.975700,-60.739662,-54.302344,-56.443166,-40.451505,-52.588252,-50.445189,-47.116338,-44.273408,-42.988399,-47.634918,-46.190526,-47.395480,-46.040976,-44.858116,-53.552174,-46.076087,-39.766698,-59.466292,-36.927004,-41.014627,-43.600378,-37.772630,-51.545056,-53.022574,-48.992467,-43.796958,-41.340638,-49.617970,-49.217779,-44.680056,-42.723425,-46.930296,-42.160755,-41.976659,-39.919049,-61.828003,-52.075232,-46.818827,-50.509964,-54.483433,-56.239010,-48.461345,-50.643617,-41.602586,-57.069808,-51.144964,-44.326961,-46.327392,-44.847269,-60.081266,-48.012976,-39.941759,-41.065917,-60.671755,0,Fileset 1: TS pulse compressed wideband pings T3
