Target_index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,Variable_index,Variable_name
46.500,-45.937278,-53.874388,-54.771003,-52.066067,-48.833184,-50.610883,-46.515834,-44.303922,-54.537042,-49.454472,-50.573019,-49.044456,-54.111924,-53.729522,-49.562393,-46.411021,-46.900244,-48.970629,-48.923756,-50.052205,-57.862009,-49.669806,-55.164840,-55.258210,-55.883041,-53.073513,-53.392596,-53.189897,-58.446979,-52.498862,-53.523929,-59.359460,-55.099745,-57.070615,-54.054747,-56.989270,-54.615471,-51.806009,-52.471217,-50.549843,-49.838589,-48.227562,-54.054752,-55.088840,-51.601126,-56.646473,-50.105779,-50.231005,-47.985927,-48.501780,-49.114260,-49.439534,-47.702923,-50.011840,-52.107269,-60.028224,-50.564274,-47.998682,-46.715727,-56.343923,-39.198881,-51.881478,-52.471132,-45.662668,-46.797921,-43.424159,-48.902227,-48.019001,-48.184141,-49.447923,-52.221242,-52.107559,-48.597136,-50.836662,-53.234912,-49.842885,-48.623630,-48.838878,-50.269840,-49.738024,-52.368108,-52.015771,-54.404901,-51.464898,-52.206504,-47.394536,-59.309622,-46.906362,-47.350147,-48.542667,-52.472565,-47.698569,-48.702865,-48.910914,-48.469605,0,Fileset 1: TS pulse compressed wideband pings T1
47.000,-45.848062,-52.972837,-55.067758,-51.239572,-48.655574,-51.455519,-46.295501,-43.863636,-54.594843,-49.179124,-50.405340,-48.579530,-52.788627,-53.932867,-49.465658,-46.283277,-46.734613,-48.900117,-48.435842,-49.640804,-59.378756,-49.365075,-55.026725,-56.186082,-55.367635,-53.041868,-53.138037,-53.004772,-57.647258,-52.466732,-53.370567,-58.545997,-54.680724,-56.518472,-53.914065,-56.577120,-54.203441,-51.747487,-51.194320,-50.410777,-49.936583,-48.054110,-52.992627,-54.866478,-52.267723,-57.548270,-50.738235,-50.156209,-48.390596,-48.205432,-49.459633,-49.630136,-48.140516,-49.757042,-54.025143,-57.275425,-50.219987,-47.859678,-46.224875,-53.602253,-38.835306,-50.653705,-48.572064,-43.843285,-47.391167,-42.975558,-48.775545,-48.133539,-48.355187,-49.160424,-52.766511,-50.565928,-48.523792,-50.627031,-52.431783,-49.409580,-48.860141,-49.004074,-49.910147,-50.127220,-51.396909,-52.804190,-53.315933,-50.666268,-52.584189,-47.103668,-58.126783,-47.034598,-47.288903,-48.353051,-51.718364,-47.298988,-49.354228,-49.664746,-48.370432,0,Fileset 1: TS pulse compressed wideband pings T1
47.500,-45.829569,-51.833104,-54.604329,-50.159457,-48.575382,-51.819965,-46.087308,-43.668147,-54.952028,-49.121629,-50.431405,-48.241273,-51.309837,-54.263005,-49.273247,-46.185203,-46.628523,-48.685797,-48.301513,-49.206310,-61.248733,-49.411216,-54.486121,-57.264671,-54.231576,-53.136839,-53.171825,-53.147479,-56.574224,-52.489609,-53.204144,-57.326463,-54.482441,-56.078288,-53.713475,-55.846300,-53.652839,-51.503876,-49.834218,-50.645574,-49.903603,-47.980453,-52.047993,-54.277811,-52.675646,-58.602077,-51.320791,-50.018880,-49.043400,-48.232195,-50.077402,-49.496661,-48.571627,-49.375072,-56.720687,-55.511536,-49.847331,-47.774164,-45.717157,-50.800453,-38.563822,-49.770502,-45.714180,-42.396130,-47.304371,-42.767948,-48.629584,-48.078832,-48.809431,-48.947579,-53.164507,-49.865185,-48.494959,-50.194996,-51.320334,-49.123756,-49.084245,-49.049641,-49.082863,-50.945202,-50.333267,-53.635599,-52.079770,-49.873752,-52.860712,-46.763211,-56.828952,-47.247630,-46.983203,-48.250643,-50.808510,-46.957223,-49.640811,-49.998129,-48.321728,0,Fileset 1: TS pulse compressed wideband pings T1
48.000,-46.105655,-50.969160,-53.896939,-49.224385,-48.656651,-51.684179,-46.199403,-43.818106,-55.750511,-49.514855,-50.865462,-48.215289,-50.358548,-54.936740,-49.279161,-46.379258,-46.843234,-48.626417,-48.703358,-49.043817,-62.370114,-49.988771,-54.070242,-58.384183,-53.211397,-53.597665,-53.652440,-53.864217,-55.810104,-52.825777,-53.454286,-56.266702,-54.724659,-55.985533,-53.758293,-55.275616,-53.264779,-51.719097,-49.043705,-51.478563,-49.976810,-48.238864,-51.727798,-54.034757,-52.603193,-59.495261,-51.860918,-50.003420,-49.954195,-48.861333,-50.939295,-49.449356,-49.061996,-49.338784,-59.991570,-54.866658,-49.763153,-47.908221,-45.392621,-48.620114,-38.588433,-49.641656,-43.794147,-41.435050,-46.397133,-42.909896,-48.725189,-48.021754,-49.746322,-49.101085,-53.436404,-50.061617,-48.664812,-49.793824,-50.415005,-49.236735,-49.416407,-49.089105,-48.199619,-52.188706,-49.582092,-54.444371,-51.257709,-49.548230,-53.348928,-46.697468,-55.649899,-47.687164,-46.798721,-48.436160,-50.156398,-46.942247,-49.693169,-50.096821,-48.566717,0,Fileset 1: TS pulse compressed wideband pings T1
48.500,-46.448497,-50.337674,-53.139779,-48.410498,-48.520039,-51.080251,-46.425800,-43.983568,-56.497074,-50.071636,-51.439236,-48.195768,-49.925505,-55.708848,-49.330136,-46.695555,-47.166163,-48.572427,-49.364265,-48.951120,-62.688152,-50.720897,-53.761028,-59.108997,-52.439190,-54.213159,-54.302576,-54.896138,-55.354238,-53.324465,-54.041010,-55.453983,-55.150056,-56.061318,-53.877322,-54.789831,-52.967018,-52.382904,-48.778968,-52.491805,-50.005690,-48.559128,-51.887682,-54.161857,-51.914782,-59.594678,-52.044755,-49.894402,-50.634267,-49.795352,-51.459098,-49.505713,-49.310884,-49.566820,-61.945404,-54.849775,-49.815911,-47.960181,-45.066934,-46.982521,-38.686212,-50.033309,-42.357255,-40.736326,-44.851060,-43.182051,-48.898970,-47.783465,-50.740879,-49.396536,-53.340524,-50.890509,-48.766481,-49.283907,-49.694327,-49.449129,-49.473081,-48.787210,-47.284132,-52.943757,-49.070686,-54.489986,-50.800996,-49.625217,-53.884538,-46.766274,-54.572781,-48.171143,-46.664189,-48.608483,-49.671288,-47.108281,-49.486859,-49.913486,-48.891541,0,Fileset 1: TS pulse compressed wideband pings T1
49.000,-46.798023,-49.899557,-52.426160,-47.745064,-48.108383,-50.417859,-46.646331,-44.060496,-57.047009,-50.625099,-52.074492,-48.042632,-49.996089,-56.538897,-49.448254,-47.139010,-47.542899,-48.564068,-50.168729,-48.866462,-63.508962,-51.416222,-53.590490,-59.356571,-51.934987,-55.037670,-55.059674,-56.124094,-55.222482,-54.043170,-54.970091,-54.918703,-55.718790,-56.332081,-54.078606,-54.388813,-52.785435,-53.422454,-49.032071,-53.341175,-50.046195,-48.842382,-52.472343,-54.634447,-51.069183,-58.989916,-51.905071,-49.701004,-50.942656,-50.821412,-51.491561,-49.780943,-49.350136,-50.057449,-61.996039,-54.958526,-50.020276,-47.853770,-44.786088,-45.756425,-38.840374,-50.994923,-41.224775,-40.315160,-43.172244,-43.609841,-49.181986,-47.445198,-51.396250,-49.762118,-53.039322,-52.351682,-48.783255,-48.722531,-49.174031,-49.593905,-49.051850,-48.074477,-46.466603,-52.573664,-48.839431,-53.689306,-50.722615,-50.132187,-54.434254,-46.954426,-53.740203,-48.720021,-46.647672,-48.698101,-49.344326,-47.459613,-49.257661,-49.657369,-49.282955,0,Fileset 1: TS pulse compressed wideband pings T1
49.500,-47.168297,-49.631379,-51.743419,-47.262588,-47.603868,-50.063087,-46.775913,-44.098801,-57.490367,-51.043418,-52.789746,-47.775101,-50.519364,-57.666824,-49.754378,-47.767140,-47.997041,-48.751556,-51.038161,-48.796087,-64.714930,-52.058021,-53.634763,-59.098376,-51.656627,-56.285274,-55.958100,-57.513861,-55.410317,-55.138360,-56.224083,-54.615140,-56.540107,-56.916054,-54.504128,-54.132726,-52.699049,-54.551137,-49.809501,-53.853103,-50.246140,-49.112603,-53.416669,-55.422610,-50.523391,-58.233890,-51.669793,-49.557626,-51.078353,-51.711756,-51.344410,-50.361607,-49.403246,-50.836828,-61.369896,-54.668888,-50.480909,-47.691354,-44.696462,-44.840004,-39.152642,-52.995510,-40.419712,-40.307122,-41.705663,-44.289332,-49.709667,-47.205322,-51.469608,-50.232521,-52.905810,-54.588092,-48.870287,-48.247007,-48.884451,-49.583737,-48.198619,-47.126039,-45.895197,-51.407572,-48.959103,-52.606397,-51.068691,-51.077810,-55.041990,-47.292572,-53.253977,-49.392881,-46.878546,-48.850598,-49.203284,-48.055194,-49.261667,-49.590223,-49.852433,0,Fileset 1: TS pulse compressed wideband pings T1
50.000,-47.436349,-49.399685,-50.919842,-46.861980,-47.114296,-50.152755,-46.654186,-44.089603,-57.414209,-51.058235,-53.433844,-47.411485,-51.100101,-59.500735,-50.229824,-48.442259,-48.420866,-49.155404,-51.705318,-48.611216,-64.090295,-52.580882,-53.860607,-58.167929,-51.378346,-57.959812,-56.857055,-58.980891,-55.689167,-56.582260,-57.523181,-54.292843,-57.620862,-57.760242,-55.221714,-53.973881,-52.466437,-55.050037,-50.826036,-53.979546,-50.603766,-49.320010,-54.318389,-56.356986,-50.407127,-57.683620,-51.426580,-49.483095,-51.209533,-52.062947,-51.284294,-51.057766,-49.571075,-51.724916,-60.213105,-53.694442,-51.160151,-47.524205,-44.793954,-44.029233,-39.609578,-57.397115,-39.942731,-40.731440,-40.533977,-45.100080,-50.491364,-47.117300,-50.951359,-50.745512,-53.095683,-57.591929,-49.106727,-47.841345,-48.707108,-49.212535,-47.036061,-46.087228,-45.547824,-50.001949,-49.282960,-51.619710,-51.656063,-52.037277,-55.665095,-47.649693,-52.972900,-50.073829,-47.346610,-49.182103,-49.134628,-48.803484,-49.539012,-49.811436,-50.588167,0,Fileset 1: TS pulse compressed wideband pings T1
50.500,-47.720809,-49.357281,-50.100175,-46.694494,-46.918647,-51.008479,-46.510509,-44.290867,-56.492973,-50.754936,-53.987602,-47.283016,-51.279530,-62.990139,-51.001021,-49.186664,-48.943346,-49.946504,-52.174662,-48.433911,-61.641750,-53.131975,-54.465650,-56.873521,-51.119564,-59.896606,-57.751577,-60.865813,-55.990647,-58.365926,-58.847732,-53.965294,-59.142673,-58.931171,-56.554005,-54.114771,-52.085026,-54.796673,-51.643439,-54.091513,-51.284298,-49.690823,-54.712455,-57.443208,-50.906580,-57.684682,-51.401580,-49.696187,-51.631810,-51.966866,-51.698883,-51.751275,-50.098442,-52.612988,-58.566250,-52.617393,-52.178766,-47.645694,-45.257160,-43.410230,-40.399423,-76.997520,-40.088160,-41.833693,-39.921136,-46.011681,-51.723848,-47.414688,-50.337356,-51.466328,-53.686683,-61.162667,-49.784067,-47.666326,-48.741918,-48.580781,-45.985511,-45.318452,-45.575938,-48.888261,-49.709410,-51.109343,-52.212655,-52.287839,-56.562122,-48.097732,-52.910508,-50.881748,-48.246647,-50.000921,-49.255775,-49.805007,-50.312020,-50.659350,-51.617429,0,Fileset 1: TS pulse compressed wideband pings T1
51.000,-47.887463,-49.399380,-49.250250,-46.626205,-46.871664,-52.552698,-46.402361,-44.645231,-55.054347,-50.118660,-54.085414,-47.402935,-50.603039,-68.840478,-51.749924,-49.730379,-49.424731,-50.817972,-52.324000,-48.156187,-58.946661,-53.469100,-55.282825,-55.456130,-50.722193,-60.927611,-58.243988,-63.450320,-56.038787,-59.800542,-60.303073,-53.511262,-60.830343,-60.074332,-58.522588,-54.453444,-51.411768,-54.226161,-51.499456,-54.175820,-52.057931,-50.170810,-54.093035,-58.264467,-51.702753,-58.047394,-51.432762,-50.050746,-52.148456,-51.647519,-52.514416,-52.064184,-50.779140,-53.022194,-56.553909,-51.821807,-53.232415,-47.991444,-45.924695,-42.837823,-41.351758,-56.111498,-40.861261,-43.584820,-39.781173,-46.625740,-53.212739,-47.965005,-49.762372,-52.198664,-54.080561,-63.299454,-50.806549,-47.518108,-48.773840,-47.661639,-45.099368,-44.796997,-45.738288,-48.066036,-49.674231,-51.004926,-51.861111,-51.220139,-57.622082,-48.426746,-52.792053,-51.716847,-49.422159,-51.121905,-49.400034,-50.796815,-51.525783,-52.206659,-52.570448,0,Fileset 1: TS pulse compressed wideband pings T1
51.500,-48.074390,-49.634560,-48.604761,-46.733080,-46.948079,-54.622418,-46.598334,-45.268173,-53.945725,-49.434569,-53.723101,-47.919238,-49.691382,-68.866067,-52.287106,-50.130739,-49.986402,-51.514782,-52.358362,-47.963297,-56.691062,-53.564987,-56.303659,-54.325970,-50.401417,-60.289085,-58.181185,-67.294528,-56.005524,-60.238107,-62.752066,-53.171521,-62.331263,-61.042281,-61.394143,-55.082159,-50.710570,-54.051870,-50.828863,-54.211001,-52.832116,-50.905580,-53.046196,-58.760456,-52.517932,-58.638527,-51.529411,-50.558967,-52.674159,-51.598157,-53.686826,-52.162890,-51.492849,-53.031227,-54.811900,-51.632254,-54.137577,-48.626124,-46.853246,-42.429846,-42.468937,-49.499844,-42.468704,-46.300805,-40.192033,-46.917312,-54.867243,-48.790116,-49.388733,-52.870342,-54.016905,-62.441777,-52.176505,-47.395599,-48.813914,-46.767721,-44.543242,-44.626019,-45.922230,-47.625545,-49.059331,-51.314689,-50.602508,-49.700754,-58.617409,-48.727737,-52.675174,-52.806295,-50.867503,-52.328654,-49.653070,-51.708714,-53.420014,-54.809567,-53.182352,0,Fileset 1: TS pulse compressed wideband pings T1
52.000,-48.230377,-49.916036,-48.147357,-46.865495,-46.924648,-56.121819,-47.080197,-46.031928,-53.326279,-48.740962,-52.918627,-48.683169,-49.066070,-63.904586,-52.304347,-50.345596,-50.563862,-51.684056,-52.246524,-47.839652,-54.984233,-53.344042,-57.380506,-53.496667,-50.208784,-58.525312,-57.482752,-70.097861,-55.958228,-59.411233,-67.740940,-52.979637,-62.779595,-61.579084,-65.403672,-55.861199,-50.068069,-54.396190,-50.298035,-53.955822,-53.291692,-51.780511,-52.108262,-59.077232,-52.955380,-59.094814,-51.479350,-51.014886,-53.025944,-51.872547,-54.806902,-52.231768,-51.932804,-52.884413,-53.626884,-51.933704,-54.545626,-49.333823,-47.915545,-42.101812,-43.544231,-45.791238,-44.887772,-50.439313,-40.997416,-46.897248,-56.264786,-49.649400,-49.061667,-53.168091,-53.648363,-59.978081,-53.573704,-47.152903,-48.716667,-45.968990,-44.201589,-44.634741,-45.813356,-47.379824,-48.016639,-51.649820,-49.039790,-48.336715,-58.879649,-48.969029,-52.533149,-54.221342,-52.307365,-53.116256,-49.928697,-52.365897,-56.132530,-58.819587,-53.234025,0,Fileset 1: TS pulse compressed wideband pings T1
52.500,-48.333827,-50.073973,-47.831958,-46.911272,-46.720579,-55.794866,-47.804113,-46.845768,-53.153427,-48.078147,-51.832359,-49.518825,-48.954763,-61.060419,-51.759273,-50.403228,-51.131265,-51.392744,-51.955606,-47.756245,-53.835229,-52.922993,-58.583016,-52.884359,-50.186662,-56.565941,-56.402953,-66.363050,-55.934264,-57.818034,-81.969315,-52.947420,-61.811603,-61.548704,-71.423268,-56.682920,-49.525211,-55.146887,-50.242782,-53.463199,-53.237589,-52.659379,-51.492409,-59.504989,-53.028087,-59.226106,-51.146689,-51.303311,-53.261292,-52.375032,-55.537565,-52.444730,-52.026269,-52.810182,-53.044749,-52.529671,-54.331176,-49.909946,-49.017980,-41.797231,-44.442306,-43.352006,-47.931421,-57.395165,-42.096960,-46.705497,-56.904058,-50.296298,-48.691749,-52.934888,-53.334200,-57.114060,-54.633682,-46.771463,-48.442423,-45.286435,-43.973999,-44.663315,-45.286304,-47.157805,-46.862054,-51.510964,-47.609216,-47.267002,-58.232775,-49.185816,-52.429968,-56.040642,-53.473036,-53.238390,-50.203270,-52.801899,-60.088471,-64.934020,-52.916642,0,Fileset 1: TS pulse compressed wideband pings T1
